,year,state,district,chloride,sdp,intercept,gini,region
11008,2014,andhrapradesh,sripottisriramulunellore,282.00168,397064.0,1,0.27,southern_region
11009,2015,andhrapradesh,sripottisriramulunellore,506.20587,446997.0,1,0.27,southern_region
11010,2016,andhrapradesh,sripottisriramulunellore,208.54167,477566.0,1,0.27,southern_region
11011,2017,andhrapradesh,sripottisriramulunellore,279.8421,526626.0,1,0.27,southern_region
11012,2018,andhrapradesh,sripottisriramulunellore,349.95999,558862.0,1,0.27,southern_region
11013,2000,andhrapradesh,srikakulam,217.54546,171093.79798343318,1,0.42,southern_region
11014,2001,andhrapradesh,srikakulam,,178851.96877309735,1,0.42,southern_region
11015,2002,andhrapradesh,srikakulam,270.95456,182923.1418611468,1,0.42,southern_region
11016,2003,andhrapradesh,srikakulam,482.0,200843.63400364132,1,0.42,southern_region
11017,2004,andhrapradesh,srikakulam,289.34616,215455.8737901584,1,0.42,southern_region
11018,2005,andhrapradesh,srikakulam,311.16,227457.9878258872,1,0.42,southern_region
11019,2006,andhrapradesh,srikakulam,298.27274,251348.62002359648,1,0.42,southern_region
11020,2007,andhrapradesh,srikakulam,321.67999,282693.9814360441,1,0.42,southern_region
11021,2008,andhrapradesh,srikakulam,301.375,289919.74396775843,1,0.42,southern_region
11022,2009,andhrapradesh,srikakulam,249.47826,309550.5308999029,1,0.42,southern_region
11023,2010,andhrapradesh,srikakulam,303.88461,330210.7804378922,1,0.42,southern_region
11024,2011,andhrapradesh,srikakulam,285.84,339996.0,1,0.42,southern_region
11025,2012,andhrapradesh,srikakulam,265.38461,341335.0,1,0.42,southern_region
11026,2013,andhrapradesh,srikakulam,247.75676,360239.0,1,0.42,southern_region
11027,2014,andhrapradesh,srikakulam,216.39999,397064.0,1,0.42,southern_region
11028,2015,andhrapradesh,srikakulam,234.19513,446997.0,1,0.42,southern_region
11029,2016,andhrapradesh,srikakulam,221.73077,477566.0,1,0.42,southern_region
11030,2017,andhrapradesh,srikakulam,184.92857,526626.0,1,0.42,southern_region
11031,2018,andhrapradesh,srikakulam,213.71428,558862.0,1,0.42,southern_region
11032,2000,jammuandkashmir,srinagar,,37710.04218241404,1,0.28,northern_region
11033,2001,jammuandkashmir,srinagar,,38436.2253616112,1,0.28,northern_region
11034,2002,jammuandkashmir,srinagar,,40392.58452347819,1,0.28,northern_region
11035,2003,jammuandkashmir,srinagar,,42468.16778939248,1,0.28,northern_region
11036,2004,jammuandkashmir,srinagar,,44760.52215357458,1,0.28,northern_region
11037,2005,jammuandkashmir,srinagar,,46834.049691085616,1,0.28,northern_region
11038,2006,jammuandkashmir,srinagar,,49568.64624889674,1,0.28,northern_region
11039,2007,jammuandkashmir,srinagar,,52629.93389232127,1,0.28,northern_region
11040,2008,jammuandkashmir,srinagar,,55925.67043248014,1,0.28,northern_region
11041,2009,jammuandkashmir,srinagar,,58635.28473080318,1,0.28,northern_region
11042,2010,jammuandkashmir,srinagar,,61986.75092674316,1,0.28,northern_region
11043,2011,jammuandkashmir,srinagar,,65319.0,1,0.28,northern_region
11044,2012,jammuandkashmir,srinagar,37.0,67316.0,1,0.28,northern_region
11045,2013,jammuandkashmir,srinagar,41.0,70536.0,1,0.28,northern_region
11046,2014,jammuandkashmir,srinagar,7.0,67154.0,1,0.28,northern_region
11047,2015,jammuandkashmir,srinagar,34.799999,80602.0,1,0.28,northern_region
11048,2016,jammuandkashmir,srinagar,23.0,82636.0,1,0.28,northern_region
11049,2017,jammuandkashmir,srinagar,,87591.0,1,0.28,northern_region
11050,2018,jammuandkashmir,srinagar,,93072.0,1,0.28,northern_region
11051,2000,uttarpradesh,sultanpur,33.666668,351083.83971582167,1,0.31,central_region
11052,2001,uttarpradesh,sultanpur,77.578949,357470.77254969825,1,0.31,central_region
11053,2002,uttarpradesh,sultanpur,47.307693,369037.9006500751,1,0.31,central_region
11054,2003,uttarpradesh,sultanpur,,388468.5695531362,1,0.31,central_region
11055,2004,uttarpradesh,sultanpur,48.311764,407921.1791392405,1,0.31,central_region
11056,2005,uttarpradesh,sultanpur,,431731.25103797467,1,0.31,central_region
11057,2006,uttarpradesh,sultanpur,,466022.3453164557,1,0.31,central_region
11058,2007,uttarpradesh,sultanpur,,495890.4340253165,1,0.31,central_region
11059,2008,uttarpradesh,sultanpur,,533571.6164050633,1,0.31,central_region
11060,2009,uttarpradesh,sultanpur,,566760.9320506329,1,0.31,central_region
11061,2010,uttarpradesh,sultanpur,,612018.6082025316,1,0.31,central_region
11062,2011,uttarpradesh,sultanpur,,645132.0,1,0.31,central_region
11063,2012,uttarpradesh,sultanpur,,673552.0,1,0.31,central_region
11064,2013,uttarpradesh,sultanpur,,707469.0,1,0.31,central_region
11065,2014,uttarpradesh,sultanpur,,729686.0,1,0.31,central_region
11066,2015,uttarpradesh,sultanpur,,792049.0,1,0.31,central_region
11067,2016,uttarpradesh,sultanpur,38.277271,888453.0,1,0.31,central_region
11068,2017,uttarpradesh,sultanpur,,922458.0,1,0.31,central_region
11069,2018,uttarpradesh,sultanpur,93.913635,949184.0,1,0.31,central_region
11070,2000,odisha,sundargarh,54.599998,98181.20095221567,1,0.37,eastern_region
11071,2001,odisha,sundargarh,,104158.31573762312,1,0.37,eastern_region
11072,2002,odisha,sundargarh,48.688198,103409.86331502158,1,0.37,eastern_region
11073,2003,odisha,sundargarh,,118510.2192096142,1,0.37,eastern_region
11074,2004,odisha,sundargarh,50.05946,133986.11438993324,1,0.37,eastern_region
11075,2005,odisha,sundargarh,,139933.87047902113,1,0.37,eastern_region
11076,2006,odisha,sundargarh,,157355.39593546148,1,0.37,eastern_region
11077,2007,odisha,sundargarh,,170849.19512100978,1,0.37,eastern_region
11078,2008,odisha,sundargarh,14.18,183688.7017215425,1,0.37,eastern_region
11079,2009,odisha,sundargarh,45.636364,185166.7723202224,1,0.37,eastern_region
11080,2010,odisha,sundargarh,,196839.58852819703,1,0.37,eastern_region
11081,2011,odisha,sundargarh,,204226.0,1,0.37,eastern_region
11082,2012,odisha,sundargarh,55.317307,216301.0,1,0.37,eastern_region
11083,2013,odisha,sundargarh,61.828571,233122.0,1,0.37,eastern_region
11084,2014,odisha,sundargarh,54.641026,235931.0,1,0.37,eastern_region
11085,2015,odisha,sundargarh,57.805557,253192.0,1,0.37,eastern_region
11086,2016,odisha,sundargarh,3.49863,293348.0,1,0.37,eastern_region
11087,2017,odisha,sundargarh,52.576271,316192.0,1,0.37,eastern_region
11088,2018,odisha,sundargarh,60.29953,338339.0,1,0.37,eastern_region
11089,2000,bihar,supaul,,110615.1637047949,1,0.21,eastern_region
11090,2001,bihar,supaul,,104271.73783034184,1,0.21,eastern_region
11091,2002,bihar,supaul,,117457.4875518244,1,0.21,eastern_region
11092,2003,bihar,supaul,,109883.30924089148,1,0.21,eastern_region
11093,2004,bihar,supaul,,123786.48249318644,1,0.21,eastern_region
11094,2005,bihar,supaul,71.0,120702.7141776237,1,0.21,eastern_region
11095,2006,bihar,supaul,,141592.2454273824,1,0.21,eastern_region
11096,2007,bihar,supaul,41.399998,148922.3697701531,1,0.21,eastern_region
11097,2008,bihar,supaul,30.885714,171625.46728329768,1,0.21,eastern_region
11098,2009,bihar,supaul,26.033333,179835.9122150076,1,0.21,eastern_region
11099,2010,bihar,supaul,71.0,207295.21074574773,1,0.21,eastern_region
11100,2011,bihar,supaul,29.352499,228497.0,1,0.21,eastern_region
11101,2012,bihar,supaul,45.0,236933.0,1,0.21,eastern_region
11102,2013,bihar,supaul,37.93,246915.0,1,0.21,eastern_region
11103,2014,bihar,supaul,,255739.0,1,0.21,eastern_region
11104,2015,bihar,supaul,,269200.0,1,0.21,eastern_region
11105,2016,bihar,supaul,37.262474,289265.0,1,0.21,eastern_region
11106,2017,bihar,supaul,,312605.0,1,0.21,eastern_region
11107,2018,bihar,supaul,,345545.0,1,0.21,eastern_region
11108,2000,chhattisgarh,surajpur,,60613.02944903384,1,,central_region
11109,2001,chhattisgarh,surajpur,21.0,69095.92750038933,1,,central_region
11110,2002,chhattisgarh,surajpur,28.0,67928.20822216057,1,,central_region
11111,2003,chhattisgarh,surajpur,,80689.13119305942,1,,central_region
11112,2004,chhattisgarh,surajpur,35.0,85010.50532014725,1,,central_region
11113,2005,chhattisgarh,surajpur,28.0,86399.03557352198,1,,central_region
11114,2006,chhattisgarh,surajpur,28.0,102835.45434201976,1,,central_region
11115,2007,chhattisgarh,surajpur,99.0,111148.14951274091,1,,central_region
11116,2008,chhattisgarh,surajpur,7.0,118439.98738179456,1,,central_region
11117,2009,chhattisgarh,surajpur,,121728.50355879591,1,,central_region
11118,2010,chhattisgarh,surajpur,,133465.28146971774,1,,central_region
11119,2011,chhattisgarh,surajpur,,142273.0,1,,central_region
11120,2012,chhattisgarh,surajpur,11.0,148760.0,1,,central_region
11121,2013,chhattisgarh,surajpur,82.0,163494.0,1,,central_region
11122,2014,chhattisgarh,surajpur,17.799999,165354.0,1,,central_region
11123,2015,chhattisgarh,surajpur,10.7,168879.0,1,,central_region
11124,2016,chhattisgarh,surajpur,39.099998,187541.0,1,,central_region
11125,2017,chhattisgarh,surajpur,21.299999,194073.0,1,,central_region
11126,2018,chhattisgarh,surajpur,3.55,209211.0,1,,central_region
11127,2000,gujarat,surat,256.58334,187486.0647190792,1,0.29,western_region
11128,2001,gujarat,surat,245.30769,202722.52060396783,1,0.29,western_region
11129,2002,gujarat,surat,194.25,220397.15650232672,1,0.29,western_region
11130,2003,gujarat,surat,,257104.347060995,1,0.29,western_region
11131,2004,gujarat,surat,205.22223,272449.2629108957,1,0.29,western_region
11132,2005,gujarat,surat,239.7,311996.4362722108,1,0.29,western_region
11133,2006,gujarat,surat,210.36363,338383.36050177214,1,0.29,western_region
11134,2007,gujarat,surat,188.63158,378395.5156254638,1,0.29,western_region
11135,2008,gujarat,surat,188.9375,394570.23835956375,1,0.29,western_region
11136,2009,gujarat,surat,162.76471,450323.76586738543,1,0.29,western_region
11137,2010,gujarat,surat,164.45,499605.5063968227,1,0.29,western_region
11138,2011,gujarat,surat,166.55,532809.0,1,0.29,western_region
11139,2012,gujarat,surat,225.8,596659.0,1,0.29,western_region
11140,2013,gujarat,surat,166.38461,641489.0,1,0.29,western_region
11141,2014,gujarat,surat,201.66667,705629.0,1,0.29,western_region
11142,2015,gujarat,surat,168.52942,774775.0,1,0.29,western_region
11143,2016,gujarat,surat,282.0,843930.0,1,0.29,western_region
11144,2017,gujarat,surat,149.24001,946511.0,1,0.29,western_region
11145,2018,gujarat,surat,185.04347,1034399.0,1,0.29,western_region
11146,2000,gujarat,surendranagar,664.0,187486.0647190792,1,0.33,western_region
11147,2001,gujarat,surendranagar,802.5,202722.52060396783,1,0.33,western_region
11148,2002,gujarat,surendranagar,583.16669,220397.15650232672,1,0.33,western_region
11149,2003,gujarat,surendranagar,,257104.347060995,1,0.33,western_region
11150,2004,gujarat,surendranagar,836.93335,272449.2629108957,1,0.33,western_region
11151,2005,gujarat,surendranagar,528.57892,311996.4362722108,1,0.33,western_region
11152,2006,gujarat,surendranagar,1000.7368,338383.36050177214,1,0.33,western_region
11153,2007,gujarat,surendranagar,868.36365,378395.5156254638,1,0.33,western_region
11154,2008,gujarat,surendranagar,1117.0,394570.23835956375,1,0.33,western_region
11155,2009,gujarat,surendranagar,984.0,450323.76586738543,1,0.33,western_region
11156,2010,gujarat,surendranagar,1134.0869,499605.5063968227,1,0.33,western_region
11157,2011,gujarat,surendranagar,1255.75,532809.0,1,0.33,western_region
11158,2012,gujarat,surendranagar,1106.125,596659.0,1,0.33,western_region
11159,2013,gujarat,surendranagar,578.22583,641489.0,1,0.33,western_region
11160,2014,gujarat,surendranagar,602.27271,705629.0,1,0.33,western_region
11161,2015,gujarat,surendranagar,360.57144,774775.0,1,0.33,western_region
11162,2016,gujarat,surendranagar,440.92001,843930.0,1,0.33,western_region
11163,2017,gujarat,surendranagar,424.04544,946511.0,1,0.33,western_region
11164,2018,gujarat,surendranagar,541.08698,1034399.0,1,0.33,western_region
11165,2000,chhattisgarh,surguja,,60613.02944903384,1,0.25,central_region
11166,2001,chhattisgarh,surguja,29.115385,69095.92750038933,1,0.25,central_region
11167,2002,chhattisgarh,surguja,34.21212,67928.20822216057,1,0.25,central_region
11168,2003,chhattisgarh,surguja,,80689.13119305942,1,0.25,central_region
11169,2004,chhattisgarh,surguja,24.4,85010.50532014725,1,0.25,central_region
11170,2005,chhattisgarh,surguja,17.545454,86399.03557352198,1,0.25,central_region
11171,2006,chhattisgarh,surguja,21.558823,102835.45434201976,1,0.25,central_region
11172,2007,chhattisgarh,surguja,22.611111,111148.14951274091,1,0.25,central_region
11173,2008,chhattisgarh,surguja,21.225,118439.98738179456,1,0.25,central_region
11174,2009,chhattisgarh,surguja,30.066668,121728.50355879591,1,0.25,central_region
11175,2010,chhattisgarh,surguja,,133465.28146971774,1,0.25,central_region
11176,2011,chhattisgarh,surguja,,142273.0,1,0.25,central_region
11177,2012,chhattisgarh,surguja,36.19149,148760.0,1,0.25,central_region
11178,2013,chhattisgarh,surguja,34.804348,163494.0,1,0.25,central_region
11179,2014,chhattisgarh,surguja,31.280645,165354.0,1,0.25,central_region
11180,2015,chhattisgarh,surguja,25.714544,168879.0,1,0.25,central_region
11181,2016,chhattisgarh,surguja,25.378872,187541.0,1,0.25,central_region
11182,2017,chhattisgarh,surguja,30.273611,194073.0,1,0.25,central_region
11183,2018,chhattisgarh,surguja,26.346165,209211.0,1,0.25,central_region
11184,2000,telangana,suryapet,237.39999,,1,0.32,southern_region
11185,2001,telangana,suryapet,486.36801,,1,0.32,southern_region
11186,2002,telangana,suryapet,348.60001,,1,0.32,southern_region
11187,2003,telangana,suryapet,,,1,0.32,southern_region
11188,2004,telangana,suryapet,508.33334,161790.06689829516,1,0.32,southern_region
11189,2005,telangana,suryapet,436.0,187774.5444577278,1,0.32,southern_region
11190,2006,telangana,suryapet,359.33334,208477.0974396334,1,0.32,southern_region
11191,2007,telangana,suryapet,305.75,229691.84931694492,1,0.32,southern_region
11192,2008,telangana,suryapet,347.25,260994.6924820364,1,0.32,southern_region
11193,2009,telangana,suryapet,214.5,261701.24352747787,1,0.32,southern_region
11194,2010,telangana,suryapet,282.79999,307973.2512484278,1,0.32,southern_region
11195,2011,telangana,suryapet,100.66666,325139.0,1,0.32,southern_region
11196,2012,telangana,suryapet,158.0,334205.0,1,0.32,southern_region
11197,2013,telangana,suryapet,617.59998,349593.0,1,0.32,southern_region
11198,2014,telangana,suryapet,576.58331,372897.0,1,0.32,southern_region
11199,2015,telangana,suryapet,535.27777,416892.0,1,0.32,southern_region
11200,2016,telangana,suryapet,413.23529,455731.0,1,0.32,southern_region
11201,2017,telangana,suryapet,443.10526,498145.0,1,0.32,southern_region
11202,2018,telangana,suryapet,595.0,544441.0,1,0.32,southern_region
11203,2000,gujarat,tapi,62.0,187486.0647190792,1,0.29,western_region
11204,2001,gujarat,tapi,55.875,202722.52060396783,1,0.29,western_region
11205,2002,gujarat,tapi,49.583332,220397.15650232672,1,0.29,western_region
11206,2003,gujarat,tapi,,257104.347060995,1,0.29,western_region
11207,2004,gujarat,tapi,51.81818,272449.2629108957,1,0.29,western_region
11208,2005,gujarat,tapi,72.666664,311996.4362722108,1,0.29,western_region
11209,2006,gujarat,tapi,46.333332,338383.36050177214,1,0.29,western_region
11210,2007,gujarat,tapi,148.33333,378395.5156254638,1,0.29,western_region
11211,2008,gujarat,tapi,137.33333,394570.23835956375,1,0.29,western_region
11212,2009,gujarat,tapi,102.2,450323.76586738543,1,0.29,western_region
11213,2010,gujarat,tapi,82.777779,499605.5063968227,1,0.29,western_region
11214,2011,gujarat,tapi,104.11111,532809.0,1,0.29,western_region
11215,2012,gujarat,tapi,67.0,596659.0,1,0.29,western_region
11216,2013,gujarat,tapi,63.142857,641489.0,1,0.29,western_region
11217,2014,gujarat,tapi,97.416664,705629.0,1,0.29,western_region
11218,2015,gujarat,tapi,48.900002,774775.0,1,0.29,western_region
11219,2016,gujarat,tapi,67.53846,843930.0,1,0.29,western_region
11220,2017,gujarat,tapi,67.0,946511.0,1,0.29,western_region
11221,2018,gujarat,tapi,76.777779,1034399.0,1,0.29,western_region
11222,2000,punjab,tarntaran,81.63636,130870.00549422811,1,0.31,northern_region
11223,2001,punjab,tarntaran,73.0,132574.969948761,1,0.31,northern_region
11224,2002,punjab,tarntaran,59.900002,134833.06381928446,1,0.31,northern_region
11225,2003,punjab,tarntaran,,143252.23215855728,1,0.31,northern_region
11226,2004,punjab,tarntaran,39.5,150374.55025659368,1,0.31,northern_region
11227,2005,punjab,tarntaran,28.857143,157747.6323300751,1,0.31,northern_region
11228,2006,punjab,tarntaran,77.875,174760.55643236218,1,0.31,northern_region
11229,2007,punjab,tarntaran,62.777779,189894.4098783096,1,0.31,northern_region
11230,2008,punjab,tarntaran,90.75,200421.3967894764,1,0.31,northern_region
11231,2009,punjab,tarntaran,93.362503,213223.87539693547,1,0.31,northern_region
11232,2010,punjab,tarntaran,49.0,226995.577251856,1,0.31,northern_region
11233,2011,punjab,tarntaran,94.0,239227.0,1,0.31,northern_region
11234,2012,punjab,tarntaran,56.327274,251813.0,1,0.31,northern_region
11235,2013,punjab,tarntaran,24.354546,267515.0,1,0.31,northern_region
11236,2014,punjab,tarntaran,41.18182,278485.0,1,0.31,northern_region
11237,2015,punjab,tarntaran,41.333332,294895.0,1,0.31,northern_region
11238,2016,punjab,tarntaran,30.526667,315783.0,1,0.31,northern_region
11239,2017,punjab,tarntaran,60.333332,335057.0,1,0.31,northern_region
11240,2018,punjab,tarntaran,26.833334,353942.0,1,0.31,northern_region
11241,2000,maharashtra,thane,74.488373,462182.04589375335,1,0.37,western_region
11242,2001,maharashtra,thane,67.052635,478508.99779191246,1,0.37,western_region
11243,2002,maharashtra,thane,89.46286,511507.574365965,1,0.37,western_region
11244,2003,maharashtra,thane,,551013.221724762,1,0.37,western_region
11245,2004,maharashtra,thane,88.684212,599028.1154943785,1,0.37,western_region
11246,2005,maharashtra,thane,63.264706,685815.41856348,1,0.37,western_region
11247,2006,maharashtra,thane,82.032257,780279.5182740722,1,0.37,western_region
11248,2007,maharashtra,thane,109.87096,871096.2491881064,1,0.37,western_region
11249,2008,maharashtra,thane,75.897438,884779.143581586,1,0.37,western_region
11250,2009,maharashtra,thane,78.466667,970264.8556553776,1,0.37,western_region
11251,2010,maharashtra,thane,,1080814.2888602451,1,0.37,western_region
11252,2011,maharashtra,thane,,1126595.0,1,0.37,western_region
11253,2012,maharashtra,thane,101.71429,1189711.0,1,0.37,western_region
