,year,state,district,chloride,sdp,intercept,gini
430,2012,uttarpradesh,amroha,,673552.0,1,0.24
431,2013,uttarpradesh,amroha,,707469.0,1,0.24
432,2014,uttarpradesh,amroha,,729686.0,1,0.24
433,2015,uttarpradesh,amroha,,792049.0,1,0.24
434,2016,uttarpradesh,amroha,108.66666,888453.0,1,0.24
435,2017,uttarpradesh,amroha,,922458.0,1,0.24
436,2018,uttarpradesh,amroha,115.96667,949184.0,1,0.24
437,2000,gujarat,anand,270.22223,187486.0647190792,1,0.21
438,2001,gujarat,anand,762.16669,202722.52060396783,1,0.21
439,2002,gujarat,anand,449.0,220397.15650232672,1,0.21
440,2003,gujarat,anand,,257104.347060995,1,0.21
441,2004,gujarat,anand,324.25,272449.2629108957,1,0.21
442,2005,gujarat,anand,684.22223,311996.4362722108,1,0.21
443,2006,gujarat,anand,264.60001,338383.36050177214,1,0.21
444,2007,gujarat,anand,418.0,378395.5156254638,1,0.21
445,2008,gujarat,anand,461.5,394570.23835956375,1,0.21
446,2009,gujarat,anand,395.33334,450323.76586738543,1,0.21
447,2010,gujarat,anand,245.75,499605.5063968227,1,0.21
448,2011,gujarat,anand,509.5,532809.0,1,0.21
449,2012,gujarat,anand,393.44446,596659.0,1,0.21
450,2013,gujarat,anand,304.60001,641489.0,1,0.21
451,2014,gujarat,anand,341.125,705629.0,1,0.21
452,2015,gujarat,anand,271.73334,774775.0,1,0.21
453,2016,gujarat,anand,296.70001,843930.0,1,0.21
454,2017,gujarat,anand,273.23077,946511.0,1,0.21
455,2018,gujarat,anand,338.0,1034399.0,1,0.21
456,2000,andhrapradesh,anantapur,263.62857,171093.79798343318,1,0.27
457,2001,andhrapradesh,anantapur,248.588,178851.96877309735,1,0.27
458,2002,andhrapradesh,anantapur,250.7048,182923.1418611468,1,0.27
459,2003,andhrapradesh,anantapur,,200843.63400364132,1,0.27
460,2004,andhrapradesh,anantapur,353.38889,215455.8737901584,1,0.27
461,2005,andhrapradesh,anantapur,439.72726,227457.9878258872,1,0.27
462,2006,andhrapradesh,anantapur,287.09091,251348.62002359648,1,0.27
463,2007,andhrapradesh,anantapur,243.85185,282693.9814360441,1,0.27
464,2008,andhrapradesh,anantapur,339.73077,289919.74396775843,1,0.27
465,2009,andhrapradesh,anantapur,242.73914,309550.5308999029,1,0.27
466,2010,andhrapradesh,anantapur,215.26923,330210.7804378922,1,0.27
467,2011,andhrapradesh,anantapur,253.91667,339996.0,1,0.27
468,2012,andhrapradesh,anantapur,171.83333,341335.0,1,0.27
469,2013,andhrapradesh,anantapur,214.375,360239.0,1,0.27
470,2014,andhrapradesh,anantapur,254.16667,397064.0,1,0.27
471,2015,andhrapradesh,anantapur,272.44446,446997.0,1,0.27
472,2016,andhrapradesh,anantapur,332.80646,477566.0,1,0.27
473,2017,andhrapradesh,anantapur,307.43478,526626.0,1,0.27
474,2018,andhrapradesh,anantapur,278.0,558862.0,1,0.27
475,2000,jammuandkashmir,anantnag,,37710.04218241404,1,0.17
476,2001,jammuandkashmir,anantnag,,38436.2253616112,1,0.17
477,2002,jammuandkashmir,anantnag,,40392.58452347819,1,0.17
478,2003,jammuandkashmir,anantnag,36.0,42468.16778939248,1,0.17
479,2004,jammuandkashmir,anantnag,,44760.52215357458,1,0.17
480,2005,jammuandkashmir,anantnag,,46834.049691085616,1,0.17
481,2006,jammuandkashmir,anantnag,,49568.64624889674,1,0.17
482,2007,jammuandkashmir,anantnag,,52629.93389232127,1,0.17
483,2008,jammuandkashmir,anantnag,,55925.67043248014,1,0.17
484,2009,jammuandkashmir,anantnag,,58635.28473080318,1,0.17
485,2010,jammuandkashmir,anantnag,,61986.75092674316,1,0.17
486,2011,jammuandkashmir,anantnag,,65319.0,1,0.17
487,2012,jammuandkashmir,anantnag,14.0,67316.0,1,0.17
488,2013,jammuandkashmir,anantnag,36.0,70536.0,1,0.17
489,2014,jammuandkashmir,anantnag,53.0,67154.0,1,0.17
490,2015,jammuandkashmir,anantnag,10.4,80602.0,1,0.17
491,2016,jammuandkashmir,anantnag,46.0,82636.0,1,0.17
492,2017,jammuandkashmir,anantnag,,87591.0,1,0.17
493,2018,jammuandkashmir,anantnag,,93072.0,1,0.17
494,2000,madhyapradesh,anuppur,,142623.92245088037,1,0.37
495,2001,madhyapradesh,anuppur,32.23077,152826.6075400632,1,0.37
496,2002,madhyapradesh,anuppur,43.384617,144856.76138662823,1,0.37
497,2003,madhyapradesh,anuppur,,161106.27345013304,1,0.37
498,2004,madhyapradesh,anuppur,56.222221,166392.43950471698,1,0.37
499,2005,madhyapradesh,anuppur,40.700001,174775.328567217,1,0.37
500,2006,madhyapradesh,anuppur,38.700001,190708.6450176887,1,0.37
501,2007,madhyapradesh,anuppur,53.200001,199720.8751061321,1,0.37
502,2008,madhyapradesh,anuppur,,224971.1026179245,1,0.37
503,2009,madhyapradesh,anuppur,35.153847,246297.10579599056,1,0.37
504,2010,madhyapradesh,anuppur,54.333332,259230.23037146227,1,0.37
505,2011,madhyapradesh,anuppur,25.424999,282371.0,1,0.37
506,2012,madhyapradesh,anuppur,64.016312,306853.0,1,0.37
507,2013,madhyapradesh,anuppur,54.533333,322598.0,1,0.37
508,2014,madhyapradesh,anuppur,44.0,339247.0,1,0.37
509,2015,madhyapradesh,anuppur,41.125,370716.0,1,0.37
510,2016,madhyapradesh,anuppur,39.625,419465.0,1,0.37
511,2017,madhyapradesh,anuppur,34.619049,441956.0,1,0.37
512,2018,madhyapradesh,anuppur,58.4375,482361.0,1,0.37
513,2000,bihar,araria,,110615.1637047949,1,0.23
514,2001,bihar,araria,,104271.73783034184,1,0.23
515,2002,bihar,araria,,117457.4875518244,1,0.23
516,2003,bihar,araria,,109883.30924089148,1,0.23
517,2004,bihar,araria,43.0,123786.48249318644,1,0.23
518,2005,bihar,araria,41.0,120702.7141776237,1,0.23
519,2006,bihar,araria,,141592.2454273824,1,0.23
520,2007,bihar,araria,71.0,148922.3697701531,1,0.23
521,2008,bihar,araria,66.0,171625.46728329768,1,0.23
522,2009,bihar,araria,,179835.9122150076,1,0.23
523,2010,bihar,araria,,207295.21074574773,1,0.23
524,2011,bihar,araria,24.85,228497.0,1,0.23
525,2012,bihar,araria,39.700001,236933.0,1,0.23
526,2013,bihar,araria,17.725,246915.0,1,0.23
527,2014,bihar,araria,,255739.0,1,0.23
528,2015,bihar,araria,,269200.0,1,0.23
529,2016,bihar,araria,50.826,289265.0,1,0.23
530,2017,bihar,araria,,312605.0,1,0.23
531,2018,bihar,araria,,345545.0,1,0.23
532,2000,tamilnadu,ariyalur,60.0,288498.3205747694,1,0.24
533,2001,tamilnadu,ariyalur,122.0,282908.6927283517,1,0.24
534,2002,tamilnadu,ariyalur,,284324.36644762417,1,0.24
535,2003,tamilnadu,ariyalur,,302043.121385615,1,0.24
536,2004,tamilnadu,ariyalur,145.5,337921.3167903381,1,0.24
537,2005,tamilnadu,ariyalur,173.5,386683.4090471607,1,0.24
538,2006,tamilnadu,ariyalur,145.5,447233.3527585457,1,0.24
539,2007,tamilnadu,ariyalur,162.66667,475248.4774441926,1,0.24
540,2008,tamilnadu,ariyalur,,500384.2601757273,1,0.24
541,2009,tamilnadu,ariyalur,116.0,552763.8529603527,1,0.24
542,2010,tamilnadu,ariyalur,148.33333,628152.0055419293,1,0.24
543,2011,tamilnadu,ariyalur,321.0,674478.0,1,0.24
544,2012,tamilnadu,ariyalur,349.33334,709343.0,1,0.24
545,2013,tamilnadu,ariyalur,222.0,750416.0,1,0.24
546,2014,tamilnadu,ariyalur,,791915.0,1,0.24
547,2015,tamilnadu,ariyalur,77.666664,862437.0,1,0.24
548,2016,tamilnadu,ariyalur,396.04599,922084.0,1,0.24
549,2017,tamilnadu,ariyalur,251.69501,1000308.0,1,0.24
550,2018,tamilnadu,ariyalur,267.05667,1071602.0,1,0.24
551,2000,bihar,arwal,,110615.1637047949,1,0.21
552,2001,bihar,arwal,54.75,104271.73783034184,1,0.21
553,2002,bihar,arwal,,117457.4875518244,1,0.21
554,2003,bihar,arwal,,109883.30924089148,1,0.21
555,2004,bihar,arwal,,123786.48249318644,1,0.21
556,2005,bihar,arwal,55.0,120702.7141776237,1,0.21
557,2006,bihar,arwal,,141592.2454273824,1,0.21
558,2007,bihar,arwal,41.333332,148922.3697701531,1,0.21
559,2008,bihar,arwal,38.0,171625.46728329768,1,0.21
560,2009,bihar,arwal,,179835.9122150076,1,0.21
561,2010,bihar,arwal,52.0,207295.21074574773,1,0.21
562,2011,bihar,arwal,78.0,228497.0,1,0.21
563,2012,bihar,arwal,43.970398,236933.0,1,0.21
564,2013,bihar,arwal,46.099998,246915.0,1,0.21
565,2014,bihar,arwal,,255739.0,1,0.21
566,2015,bihar,arwal,,269200.0,1,0.21
567,2016,bihar,arwal,44.661999,289265.0,1,0.21
568,2017,bihar,arwal,,312605.0,1,0.21
569,2018,bihar,arwal,,345545.0,1,0.21
570,2000,madhyapradesh,ashoknagar,83.833336,142623.92245088037,1,0.18
571,2001,madhyapradesh,ashoknagar,54.0,152826.6075400632,1,0.18
572,2002,madhyapradesh,ashoknagar,57.5,144856.76138662823,1,0.18
573,2003,madhyapradesh,ashoknagar,,161106.27345013304,1,0.18
574,2004,madhyapradesh,ashoknagar,133.0,166392.43950471698,1,0.18
575,2005,madhyapradesh,ashoknagar,105.18182,174775.328567217,1,0.18
576,2006,madhyapradesh,ashoknagar,181.0,190708.6450176887,1,0.18
577,2007,madhyapradesh,ashoknagar,77.571426,199720.8751061321,1,0.18
578,2008,madhyapradesh,ashoknagar,186.0,224971.1026179245,1,0.18
579,2009,madhyapradesh,ashoknagar,80.090912,246297.10579599056,1,0.18
580,2010,madhyapradesh,ashoknagar,61.090908,259230.23037146227,1,0.18
581,2011,madhyapradesh,ashoknagar,60.81818,282371.0,1,0.18
582,2012,madhyapradesh,ashoknagar,101.4046,306853.0,1,0.18
583,2013,madhyapradesh,ashoknagar,65.554504,322598.0,1,0.18
584,2014,madhyapradesh,ashoknagar,97.25,339247.0,1,0.18
585,2015,madhyapradesh,ashoknagar,,370716.0,1,0.18
586,2016,madhyapradesh,ashoknagar,72.07692,419465.0,1,0.18
587,2017,madhyapradesh,ashoknagar,116.80952,441956.0,1,0.18
588,2018,madhyapradesh,ashoknagar,64.769234,482361.0,1,0.18
589,2000,uttarpradesh,auraiya,131.16667,351083.83971582167,1,0.19
590,2001,uttarpradesh,auraiya,113.6,357470.77254969825,1,0.19
591,2002,uttarpradesh,auraiya,121.8,369037.9006500751,1,0.19
592,2003,uttarpradesh,auraiya,,388468.5695531362,1,0.19
593,2004,uttarpradesh,auraiya,47.0,407921.1791392405,1,0.19
594,2005,uttarpradesh,auraiya,106.0,431731.25103797467,1,0.19
595,2006,uttarpradesh,auraiya,,466022.3453164557,1,0.19
596,2007,uttarpradesh,auraiya,,495890.4340253165,1,0.19
597,2008,uttarpradesh,auraiya,,533571.6164050633,1,0.19
598,2009,uttarpradesh,auraiya,,566760.9320506329,1,0.19
599,2010,uttarpradesh,auraiya,,612018.6082025316,1,0.19
600,2011,uttarpradesh,auraiya,,645132.0,1,0.19
601,2012,uttarpradesh,auraiya,,673552.0,1,0.19
602,2013,uttarpradesh,auraiya,,707469.0,1,0.19
603,2014,uttarpradesh,auraiya,,729686.0,1,0.19
604,2015,uttarpradesh,auraiya,,792049.0,1,0.19
605,2016,uttarpradesh,auraiya,37.166668,888453.0,1,0.19
606,2017,uttarpradesh,auraiya,,922458.0,1,0.19
607,2018,uttarpradesh,auraiya,85.910004,949184.0,1,0.19
608,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.19
609,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.28
610,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.19
611,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.28
612,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.19
613,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.28
614,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.19
615,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.28
616,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.19
617,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.28
618,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.19
619,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.28
620,2003,maharashtra,aurangabad,,551013.221724762,1,0.19
621,2003,maharashtra,aurangabad,,551013.221724762,1,0.28
622,2003,maharashtra,aurangabad,,551013.221724762,1,0.19
623,2003,maharashtra,aurangabad,,551013.221724762,1,0.28
624,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.19
625,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.28
626,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.19
627,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.28
628,2005,bihar,aurangabad,94.25573,120702.7141776237,1,0.19
629,2005,bihar,aurangabad,94.25573,120702.7141776237,1,0.28
630,2005,bihar,aurangabad,94.25573,120702.7141776237,1,0.19
631,2005,bihar,aurangabad,94.25573,120702.7141776237,1,0.28
632,2006,maharashtra,aurangabad,143.83333,780279.5182740722,1,0.19
633,2006,maharashtra,aurangabad,143.83333,780279.5182740722,1,0.28
634,2006,maharashtra,aurangabad,143.83333,780279.5182740722,1,0.19
635,2006,maharashtra,aurangabad,143.83333,780279.5182740722,1,0.28
636,2007,maharashtra,aurangabad,207.30769,871096.2491881064,1,0.19
637,2007,maharashtra,aurangabad,207.30769,871096.2491881064,1,0.28
638,2007,maharashtra,aurangabad,207.30769,871096.2491881064,1,0.19
639,2007,maharashtra,aurangabad,207.30769,871096.2491881064,1,0.28
640,2008,maharashtra,aurangabad,124.54546,884779.143581586,1,0.19
641,2008,maharashtra,aurangabad,124.54546,884779.143581586,1,0.28
642,2008,maharashtra,aurangabad,124.54546,884779.143581586,1,0.19
643,2008,maharashtra,aurangabad,124.54546,884779.143581586,1,0.28
644,2009,bihar,aurangabad,198.92308,179835.9122150076,1,0.19
645,2009,bihar,aurangabad,198.92308,179835.9122150076,1,0.28
646,2009,bihar,aurangabad,198.92308,179835.9122150076,1,0.19
647,2009,bihar,aurangabad,198.92308,179835.9122150076,1,0.28
648,2010,bihar,aurangabad,62.387501,207295.21074574773,1,0.19
649,2010,bihar,aurangabad,62.387501,207295.21074574773,1,0.28
650,2010,bihar,aurangabad,62.387501,207295.21074574773,1,0.19
651,2010,bihar,aurangabad,62.387501,207295.21074574773,1,0.28
652,2011,bihar,aurangabad,62.387501,228497.0,1,0.19
653,2011,bihar,aurangabad,62.387501,228497.0,1,0.28
654,2011,bihar,aurangabad,62.387501,228497.0,1,0.19
655,2011,bihar,aurangabad,62.387501,228497.0,1,0.28
656,2012,maharashtra,aurangabad,195.36295,1189711.0,1,0.19
657,2012,maharashtra,aurangabad,195.36295,1189711.0,1,0.28
658,2012,maharashtra,aurangabad,195.36295,1189711.0,1,0.19
659,2012,maharashtra,aurangabad,195.36295,1189711.0,1,0.28
660,2013,maharashtra,aurangabad,118.03529,1267551.0,1,0.19
661,2013,maharashtra,aurangabad,118.03529,1267551.0,1,0.28
662,2013,maharashtra,aurangabad,118.03529,1267551.0,1,0.19
663,2013,maharashtra,aurangabad,118.03529,1267551.0,1,0.28
664,2014,maharashtra,aurangabad,204.0,1345341.0,1,0.19
665,2014,maharashtra,aurangabad,204.0,1345341.0,1,0.28
666,2014,maharashtra,aurangabad,204.0,1345341.0,1,0.19
667,2014,maharashtra,aurangabad,204.0,1345341.0,1,0.28
668,2015,maharashtra,aurangabad,139.83333,1452513.0,1,0.19
669,2015,maharashtra,aurangabad,139.83333,1452513.0,1,0.28
670,2015,maharashtra,aurangabad,139.83333,1452513.0,1,0.19
671,2015,maharashtra,aurangabad,139.83333,1452513.0,1,0.28
672,2016,bihar,aurangabad,106.32326,289265.0,1,0.19
673,2016,bihar,aurangabad,106.32326,289265.0,1,0.28
674,2016,bihar,aurangabad,106.32326,289265.0,1,0.19
675,2016,bihar,aurangabad,106.32326,289265.0,1,0.28
676,2017,maharashtra,aurangabad,119.85642,1661065.0,1,0.19
677,2017,maharashtra,aurangabad,119.85642,1661065.0,1,0.28
678,2017,maharashtra,aurangabad,119.85642,1661065.0,1,0.19
679,2017,maharashtra,aurangabad,119.85642,1661065.0,1,0.28
680,2018,maharashtra,aurangabad,158.05246,1728578.0,1,0.19
681,2018,maharashtra,aurangabad,158.05246,1728578.0,1,0.28
682,2018,maharashtra,aurangabad,158.05246,1728578.0,1,0.19
683,2018,maharashtra,aurangabad,158.05246,1728578.0,1,0.28
684,2000,uttarpradesh,ayodhya,16.24,351083.83971582167,1,0.39
685,2001,uttarpradesh,ayodhya,33.700001,357470.77254969825,1,0.39
686,2002,uttarpradesh,ayodhya,21.0,369037.9006500751,1,0.39
687,2003,uttarpradesh,ayodhya,,388468.5695531362,1,0.39
688,2004,uttarpradesh,ayodhya,30.025,407921.1791392405,1,0.39
689,2005,uttarpradesh,ayodhya,,431731.25103797467,1,0.39
690,2006,uttarpradesh,ayodhya,,466022.3453164557,1,0.39
691,2007,uttarpradesh,ayodhya,,495890.4340253165,1,0.39
692,2008,uttarpradesh,ayodhya,,533571.6164050633,1,0.39
693,2009,uttarpradesh,ayodhya,,566760.9320506329,1,0.39
694,2010,uttarpradesh,ayodhya,,612018.6082025316,1,0.39
695,2011,uttarpradesh,ayodhya,,645132.0,1,0.39
696,2012,uttarpradesh,ayodhya,,673552.0,1,0.39
697,2013,uttarpradesh,ayodhya,,707469.0,1,0.39
698,2014,uttarpradesh,ayodhya,,729686.0,1,0.39
699,2015,uttarpradesh,ayodhya,,792049.0,1,0.39
700,2016,uttarpradesh,ayodhya,45.400002,888453.0,1,0.39
701,2017,uttarpradesh,ayodhya,,922458.0,1,0.39
702,2018,uttarpradesh,ayodhya,20.230999,949184.0,1,0.39
703,2000,uttarpradesh,azamgarh,28.0,351083.83971582167,1,0.27
704,2001,uttarpradesh,azamgarh,66.5,357470.77254969825,1,0.27
705,2002,uttarpradesh,azamgarh,68.0,369037.9006500751,1,0.27
706,2003,uttarpradesh,azamgarh,,388468.5695531362,1,0.27
707,2004,uttarpradesh,azamgarh,50.026665,407921.1791392405,1,0.27
708,2005,uttarpradesh,azamgarh,23.8125,431731.25103797467,1,0.27
709,2006,uttarpradesh,azamgarh,,466022.3453164557,1,0.27
710,2007,uttarpradesh,azamgarh,,495890.4340253165,1,0.27
711,2008,uttarpradesh,azamgarh,,533571.6164050633,1,0.27
712,2009,uttarpradesh,azamgarh,,566760.9320506329,1,0.27
713,2010,uttarpradesh,azamgarh,,612018.6082025316,1,0.27
714,2011,uttarpradesh,azamgarh,,645132.0,1,0.27
715,2012,uttarpradesh,azamgarh,,673552.0,1,0.27
716,2013,uttarpradesh,azamgarh,,707469.0,1,0.27
717,2014,uttarpradesh,azamgarh,,729686.0,1,0.27
718,2015,uttarpradesh,azamgarh,,792049.0,1,0.27
719,2016,uttarpradesh,azamgarh,33.91111,888453.0,1,0.27
720,2017,uttarpradesh,azamgarh,,922458.0,1,0.27
721,2018,uttarpradesh,azamgarh,74.527504,949184.0,1,0.27
722,2000,karnataka,bagalkote,,276258.6426431352,1,0.27
723,2001,karnataka,bagalkote,,281266.3155456815,1,0.27
724,2002,karnataka,bagalkote,266.88889,296352.99111225107,1,0.27
725,2003,karnataka,bagalkote,,302124.54632196546,1,0.27
726,2004,karnataka,bagalkote,431.34784,332758.6518626028,1,0.27
727,2005,karnataka,bagalkote,454.0,366994.563425254,1,0.27
728,2006,karnataka,bagalkote,385.33334,405152.5474600871,1,0.27
729,2007,karnataka,bagalkote,,455994.0619254959,1,0.27
730,2008,karnataka,bagalkote,,488433.38238993706,1,0.27
731,2009,karnataka,bagalkote,,488554.19922593125,1,0.27
732,2010,karnataka,bagalkote,651.05554,538791.629511369,1,0.27
733,2011,karnataka,bagalkote,,554952.0,1,0.27
734,2012,karnataka,bagalkote,621.16669,593192.0,1,0.27
735,2013,karnataka,bagalkote,463.75385,646787.0,1,0.27
736,2014,karnataka,bagalkote,466.6087,671283.0,1,0.27
737,2015,karnataka,bagalkote,,749952.0,1,0.27
738,2016,karnataka,bagalkote,475.66089,851394.0,1,0.27
739,2017,karnataka,bagalkote,426.25806,915642.0,1,0.27
740,2018,karnataka,bagalkote,238.92381,974815.0,1,0.27
741,2000,uttarpradesh,baghpat,,351083.83971582167,1,0.28
742,2001,uttarpradesh,baghpat,33.400002,357470.77254969825,1,0.28
743,2002,uttarpradesh,baghpat,,369037.9006500751,1,0.28
744,2003,uttarpradesh,baghpat,,388468.5695531362,1,0.28
745,2004,uttarpradesh,baghpat,53.0,407921.1791392405,1,0.28
746,2005,uttarpradesh,baghpat,51.666668,431731.25103797467,1,0.28
747,2006,uttarpradesh,baghpat,,466022.3453164557,1,0.28
748,2007,uttarpradesh,baghpat,,495890.4340253165,1,0.28
749,2008,uttarpradesh,baghpat,,533571.6164050633,1,0.28
750,2009,uttarpradesh,baghpat,,566760.9320506329,1,0.28
751,2010,uttarpradesh,baghpat,,612018.6082025316,1,0.28
752,2011,uttarpradesh,baghpat,,645132.0,1,0.28
753,2012,uttarpradesh,baghpat,,673552.0,1,0.28
754,2013,uttarpradesh,baghpat,,707469.0,1,0.28
755,2014,uttarpradesh,baghpat,,729686.0,1,0.28
756,2015,uttarpradesh,baghpat,,792049.0,1,0.28
757,2016,uttarpradesh,baghpat,99.333336,888453.0,1,0.28
758,2017,uttarpradesh,baghpat,,922458.0,1,0.28
759,2018,uttarpradesh,baghpat,89.806671,949184.0,1,0.28
760,2000,uttarpradesh,bahraich,33.909092,351083.83971582167,1,0.24
761,2001,uttarpradesh,bahraich,,357470.77254969825,1,0.24
762,2002,uttarpradesh,bahraich,,369037.9006500751,1,0.24
763,2003,uttarpradesh,bahraich,,388468.5695531362,1,0.24
764,2004,uttarpradesh,bahraich,,407921.1791392405,1,0.24
765,2005,uttarpradesh,bahraich,,431731.25103797467,1,0.24
766,2006,uttarpradesh,bahraich,,466022.3453164557,1,0.24
767,2007,uttarpradesh,bahraich,,495890.4340253165,1,0.24
768,2008,uttarpradesh,bahraich,,533571.6164050633,1,0.24
769,2009,uttarpradesh,bahraich,,566760.9320506329,1,0.24
770,2010,uttarpradesh,bahraich,,612018.6082025316,1,0.24
771,2011,uttarpradesh,bahraich,,645132.0,1,0.24
772,2012,uttarpradesh,bahraich,,673552.0,1,0.24
773,2013,uttarpradesh,bahraich,,707469.0,1,0.24
774,2014,uttarpradesh,bahraich,,729686.0,1,0.24
775,2015,uttarpradesh,bahraich,,792049.0,1,0.24
776,2016,uttarpradesh,bahraich,27.583334,888453.0,1,0.24
777,2017,uttarpradesh,bahraich,,922458.0,1,0.24
778,2018,uttarpradesh,bahraich,40.778999,949184.0,1,0.24
779,2000,assam,baksa,,76319.67589577519,1,0.2
780,2001,assam,baksa,,78289.23092102491,1,0.2
781,2002,assam,baksa,,83032.90536200421,1,0.2
782,2003,assam,baksa,,88141.65670849023,1,0.2
783,2004,assam,baksa,,91169.23716052705,1,0.2
784,2005,assam,baksa,,93915.07735054224,1,0.2
785,2006,assam,baksa,,98156.54055749752,1,0.2
786,2007,assam,baksa,,102351.6278569508,1,0.2
787,2008,assam,baksa,,108448.12736398671,1,0.2
788,2009,assam,baksa,,118440.20310119208,1,0.2
789,2010,assam,baksa,,124268.10881061218,1,0.2
790,2011,assam,baksa,,129354.0,1,0.2
791,2012,assam,baksa,,132518.0,1,0.2
792,2013,assam,baksa,,138725.0,1,0.2
793,2014,assam,baksa,25.849998,146425.0,1,0.2
794,2015,assam,baksa,65.0,167629.0,1,0.2
795,2016,assam,baksa,23.633295,179632.0,1,0.2
796,2017,assam,baksa,,195262.0,1,0.2
797,2018,assam,baksa,28.360001,204627.0,1,0.2
798,2000,madhyapradesh,balaghat,124.5,142623.92245088037,1,0.27
799,2001,madhyapradesh,balaghat,67.115387,152826.6075400632,1,0.27
800,2002,madhyapradesh,balaghat,74.333336,144856.76138662823,1,0.27
801,2003,madhyapradesh,balaghat,,161106.27345013304,1,0.27
802,2004,madhyapradesh,balaghat,77.542854,166392.43950471698,1,0.27
