,year,state,district,chloride,sdp,intercept,gini
0,2000,westbengal,24paraganasnorth,78.411766,247972.31111561856,1,0.38
1,2001,westbengal,24paraganasnorth,,265880.32837131777,1,0.38
2,2002,westbengal,24paraganasnorth,98.555557,275199.53359278664,1,0.38
3,2003,westbengal,24paraganasnorth,,291369.5209867059,1,0.38
4,2004,westbengal,24paraganasnorth,71.666664,310686.6999675226,1,0.38
5,2005,westbengal,24paraganasnorth,54.861111,330248.80030542583,1,0.38
6,2006,westbengal,24paraganasnorth,,356170.8313006164,1,0.38
7,2007,westbengal,24paraganasnorth,134.625,383881.4906091932,1,0.38
8,2008,westbengal,24paraganasnorth,60.0,399354.5969692363,1,0.38
9,2009,westbengal,24paraganasnorth,,430366.20743387047,1,0.38
10,2010,westbengal,24paraganasnorth,,456461.5424521131,1,0.38
11,2011,westbengal,24paraganasnorth,,473205.0,1,0.38
12,2012,westbengal,24paraganasnorth,,492901.0,1,0.38
13,2013,westbengal,24paraganasnorth,,503952.0,1,0.38
14,2014,westbengal,24paraganasnorth,,515702.0,1,0.38
15,2015,westbengal,24paraganasnorth,,546988.0,1,0.38
16,2016,westbengal,24paraganasnorth,100.2,584911.0,1,0.38
17,2017,westbengal,24paraganasnorth,78.07692,623787.0,1,0.38
18,2018,westbengal,24paraganasnorth,75.126717,659288.0,1,0.38
19,2000,westbengal,24paraganassouth,189.64516,247972.31111561856,1,0.29
20,2001,westbengal,24paraganassouth,169.94737,265880.32837131777,1,0.29
21,2002,westbengal,24paraganassouth,226.64706,275199.53359278664,1,0.29
22,2003,westbengal,24paraganassouth,,291369.5209867059,1,0.29
23,2004,westbengal,24paraganassouth,286.90909,310686.6999675226,1,0.29
24,2005,westbengal,24paraganassouth,213.74286,330248.80030542583,1,0.29
25,2006,westbengal,24paraganassouth,,356170.8313006164,1,0.29
26,2007,westbengal,24paraganassouth,193.5,383881.4906091932,1,0.29
27,2008,westbengal,24paraganassouth,,399354.5969692363,1,0.29
28,2009,westbengal,24paraganassouth,257.65714,430366.20743387047,1,0.29
29,2010,westbengal,24paraganassouth,296.625,456461.5424521131,1,0.29
30,2011,westbengal,24paraganassouth,352.92001,473205.0,1,0.29
31,2012,westbengal,24paraganassouth,263.30768,492901.0,1,0.29
32,2013,westbengal,24paraganassouth,177.96364,503952.0,1,0.29
33,2014,westbengal,24paraganassouth,,515702.0,1,0.29
34,2015,westbengal,24paraganassouth,,546988.0,1,0.29
35,2016,westbengal,24paraganassouth,255.11429,584911.0,1,0.29
36,2017,westbengal,24paraganassouth,276.57407,623787.0,1,0.29
37,2018,westbengal,24paraganassouth,293.66,659288.0,1,0.29
38,2000,telangana,adilabad,76.699997,,1,0.37
39,2001,telangana,adilabad,53.714287,,1,0.37
40,2002,telangana,adilabad,65.845711,,1,0.37
41,2003,telangana,adilabad,,,1,0.37
42,2004,telangana,adilabad,65.5,161790.06689829516,1,0.37
43,2005,telangana,adilabad,68.25,187774.5444577278,1,0.37
44,2006,telangana,adilabad,76.727272,208477.0974396334,1,0.37
45,2007,telangana,adilabad,80.5,229691.84931694492,1,0.37
46,2008,telangana,adilabad,164.58333,260994.6924820364,1,0.37
47,2009,telangana,adilabad,145.25,261701.24352747787,1,0.37
48,2010,telangana,adilabad,118.36364,307973.2512484278,1,0.37
49,2011,telangana,adilabad,141.72728,325139.0,1,0.37
50,2012,telangana,adilabad,55.666668,334205.0,1,0.37
51,2013,telangana,adilabad,96.63636,349593.0,1,0.37
52,2014,telangana,adilabad,102.72727,372897.0,1,0.37
53,2015,telangana,adilabad,124.66666,416892.0,1,0.37
54,2016,telangana,adilabad,145.375,455731.0,1,0.37
55,2017,telangana,adilabad,134.16667,498145.0,1,0.37
56,2018,telangana,adilabad,78.0,544441.0,1,0.37
57,2000,uttarpradesh,agra,799.5,351083.83971582167,1,0.26
58,2000,uttarpradesh,agra,799.5,351083.83971582167,1,0.26
59,2000,uttarpradesh,agra,799.5,351083.83971582167,1,0.26
60,2000,uttarpradesh,agra,799.5,351083.83971582167,1,0.26
61,2001,uttarpradesh,agra,,357470.77254969825,1,0.26
62,2001,uttarpradesh,agra,,357470.77254969825,1,0.26
63,2001,uttarpradesh,agra,,357470.77254969825,1,0.26
64,2001,uttarpradesh,agra,,357470.77254969825,1,0.26
65,2002,uttarpradesh,agra,263.25,369037.9006500751,1,0.26
66,2002,uttarpradesh,agra,263.25,369037.9006500751,1,0.26
67,2002,uttarpradesh,agra,263.25,369037.9006500751,1,0.26
68,2002,uttarpradesh,agra,263.25,369037.9006500751,1,0.26
69,2003,uttarpradesh,agra,,388468.5695531362,1,0.26
70,2003,uttarpradesh,agra,,388468.5695531362,1,0.26
71,2003,uttarpradesh,agra,,388468.5695531362,1,0.26
72,2003,uttarpradesh,agra,,388468.5695531362,1,0.26
73,2004,uttarpradesh,agra,598.40002,407921.1791392405,1,0.26
74,2004,uttarpradesh,agra,598.40002,407921.1791392405,1,0.26
75,2004,uttarpradesh,agra,598.40002,407921.1791392405,1,0.26
76,2004,uttarpradesh,agra,598.40002,407921.1791392405,1,0.26
77,2005,uttarpradesh,agra,297.0,431731.25103797467,1,0.26
78,2005,uttarpradesh,agra,297.0,431731.25103797467,1,0.26
79,2005,uttarpradesh,agra,297.0,431731.25103797467,1,0.26
80,2005,uttarpradesh,agra,297.0,431731.25103797467,1,0.26
81,2006,uttarpradesh,agra,,466022.3453164557,1,0.26
82,2006,uttarpradesh,agra,,466022.3453164557,1,0.26
83,2006,uttarpradesh,agra,,466022.3453164557,1,0.26
84,2006,uttarpradesh,agra,,466022.3453164557,1,0.26
85,2007,uttarpradesh,agra,,495890.4340253165,1,0.26
86,2007,uttarpradesh,agra,,495890.4340253165,1,0.26
87,2007,uttarpradesh,agra,,495890.4340253165,1,0.26
88,2007,uttarpradesh,agra,,495890.4340253165,1,0.26
89,2008,uttarpradesh,agra,,533571.6164050633,1,0.26
90,2008,uttarpradesh,agra,,533571.6164050633,1,0.26
91,2008,uttarpradesh,agra,,533571.6164050633,1,0.26
92,2008,uttarpradesh,agra,,533571.6164050633,1,0.26
93,2009,uttarpradesh,agra,,566760.9320506329,1,0.26
94,2009,uttarpradesh,agra,,566760.9320506329,1,0.26
95,2009,uttarpradesh,agra,,566760.9320506329,1,0.26
96,2009,uttarpradesh,agra,,566760.9320506329,1,0.26
97,2010,uttarpradesh,agra,,612018.6082025316,1,0.26
98,2010,uttarpradesh,agra,,612018.6082025316,1,0.26
99,2010,uttarpradesh,agra,,612018.6082025316,1,0.26
100,2010,uttarpradesh,agra,,612018.6082025316,1,0.26
101,2011,uttarpradesh,agra,,645132.0,1,0.26
102,2011,uttarpradesh,agra,,645132.0,1,0.26
103,2011,uttarpradesh,agra,,645132.0,1,0.26
104,2011,uttarpradesh,agra,,645132.0,1,0.26
105,2012,uttarpradesh,agra,,673552.0,1,0.26
106,2012,uttarpradesh,agra,,673552.0,1,0.26
107,2012,uttarpradesh,agra,,673552.0,1,0.26
108,2012,uttarpradesh,agra,,673552.0,1,0.26
109,2013,uttarpradesh,agra,,707469.0,1,0.26
110,2013,uttarpradesh,agra,,707469.0,1,0.26
111,2013,uttarpradesh,agra,,707469.0,1,0.26
112,2013,uttarpradesh,agra,,707469.0,1,0.26
113,2014,uttarpradesh,agra,,729686.0,1,0.26
114,2014,uttarpradesh,agra,,729686.0,1,0.26
115,2014,uttarpradesh,agra,,729686.0,1,0.26
116,2014,uttarpradesh,agra,,729686.0,1,0.26
117,2015,uttarpradesh,agra,,792049.0,1,0.26
118,2015,uttarpradesh,agra,,792049.0,1,0.26
119,2015,uttarpradesh,agra,,792049.0,1,0.26
120,2015,uttarpradesh,agra,,792049.0,1,0.26
121,2016,uttarpradesh,agra,202.93871,888453.0,1,0.26
122,2016,uttarpradesh,agra,202.93871,888453.0,1,0.26
123,2016,uttarpradesh,agra,202.93871,888453.0,1,0.26
124,2016,uttarpradesh,agra,202.93871,888453.0,1,0.26
125,2017,uttarpradesh,agra,,922458.0,1,0.26
126,2017,uttarpradesh,agra,,922458.0,1,0.26
127,2017,uttarpradesh,agra,,922458.0,1,0.26
128,2017,uttarpradesh,agra,,922458.0,1,0.26
129,2018,uttarpradesh,agra,220.233,949184.0,1,0.26
130,2018,uttarpradesh,agra,220.233,949184.0,1,0.26
131,2018,uttarpradesh,agra,220.233,949184.0,1,0.26
132,2018,uttarpradesh,agra,220.233,949184.0,1,0.26
133,2000,gujarat,ahmadabad,784.0,187486.0647190792,1,0.33
134,2001,gujarat,ahmadabad,868.09998,202722.52060396783,1,0.33
135,2002,gujarat,ahmadabad,1258.3077,220397.15650232672,1,0.33
136,2003,gujarat,ahmadabad,,257104.347060995,1,0.33
137,2004,gujarat,ahmadabad,1417.1,272449.2629108957,1,0.33
138,2005,gujarat,ahmadabad,732.66669,311996.4362722108,1,0.33
139,2006,gujarat,ahmadabad,578.08331,338383.36050177214,1,0.33
140,2007,gujarat,ahmadabad,1115.5,378395.5156254638,1,0.33
141,2008,gujarat,ahmadabad,1135.3,394570.23835956375,1,0.33
142,2009,gujarat,ahmadabad,1090.7,450323.76586738543,1,0.33
143,2010,gujarat,ahmadabad,1359.4546,499605.5063968227,1,0.33
144,2011,gujarat,ahmadabad,1004.5333,532809.0,1,0.33
145,2012,gujarat,ahmadabad,1095.8889,596659.0,1,0.33
146,2013,gujarat,ahmadabad,985.83331,641489.0,1,0.33
147,2014,gujarat,ahmadabad,1050.9091,705629.0,1,0.33
148,2015,gujarat,ahmadabad,967.90002,774775.0,1,0.33
149,2016,gujarat,ahmadabad,587.40002,843930.0,1,0.33
150,2017,gujarat,ahmadabad,1041.7,946511.0,1,0.33
151,2018,gujarat,ahmadabad,465.375,1034399.0,1,0.33
152,2000,maharashtra,ahmednagar,171.44827,462182.04589375335,1,0.24
153,2001,maharashtra,ahmednagar,188.39999,478508.99779191246,1,0.24
154,2002,maharashtra,ahmednagar,173.89999,511507.574365965,1,0.24
155,2003,maharashtra,ahmednagar,,551013.221724762,1,0.24
156,2004,maharashtra,ahmednagar,163.70589,599028.1154943785,1,0.24
157,2005,maharashtra,ahmednagar,228.27777,685815.41856348,1,0.24
158,2006,maharashtra,ahmednagar,186.42693,780279.5182740722,1,0.24
159,2007,maharashtra,ahmednagar,218.72707,871096.2491881064,1,0.24
160,2008,maharashtra,ahmednagar,233.78659,884779.143581586,1,0.24
161,2009,maharashtra,ahmednagar,214.52499,970264.8556553776,1,0.24
162,2010,maharashtra,ahmednagar,,1080814.2888602451,1,0.24
163,2011,maharashtra,ahmednagar,,1126595.0,1,0.24
164,2012,maharashtra,ahmednagar,185.47826,1189711.0,1,0.24
165,2013,maharashtra,ahmednagar,248.16667,1267551.0,1,0.24
166,2014,maharashtra,ahmednagar,179.86667,1345341.0,1,0.24
167,2015,maharashtra,ahmednagar,140.47368,1452513.0,1,0.24
168,2016,maharashtra,ahmednagar,127.46667,1596121.0,1,0.24
169,2017,maharashtra,ahmednagar,134.20111,1661065.0,1,0.24
170,2018,maharashtra,ahmednagar,136.76103,1728578.0,1,0.24
171,2000,rajasthan,ajmer,896.89288,174261.4982756208,1,0.31
172,2001,rajasthan,ajmer,626.48389,194105.2216453936,1,0.31
173,2002,rajasthan,ajmer,698.40912,170786.6612538214,1,0.31
174,2003,rajasthan,ajmer,,225128.6442802708,1,0.31
175,2004,rajasthan,ajmer,502.17242,219623.783673409,1,0.31
176,2005,rajasthan,ajmer,246.81818,234376.38095379013,1,0.31
177,2006,rajasthan,ajmer,325.66666,261962.91892931657,1,0.31
178,2007,rajasthan,ajmer,946.81818,273897.97681369574,1,0.31
179,2008,rajasthan,ajmer,508.0625,296931.6051077934,1,0.31
180,2009,rajasthan,ajmer,664.34485,314236.5616057293,1,0.31
181,2010,rajasthan,ajmer,375.45456,361436.6835150852,1,0.31
182,2011,rajasthan,ajmer,668.5,395331.0,1,0.31
183,2012,rajasthan,ajmer,604.88464,409802.0,1,0.31
184,2013,rajasthan,ajmer,802.0,434292.0,1,0.31
185,2014,rajasthan,ajmer,407.4762,465408.0,1,0.31
186,2015,rajasthan,ajmer,689.44446,501922.0,1,0.31
187,2016,rajasthan,ajmer,703.0,529650.0,1,0.31
188,2017,rajasthan,ajmer,674.5,557618.0,1,0.31
189,2018,rajasthan,ajmer,669.94739,568102.0,1,0.31
190,2000,maharashtra,akola,403.59091,462182.04589375335,1,0.25
191,2001,maharashtra,akola,264.85715,478508.99779191246,1,0.25
192,2002,maharashtra,akola,152.0,511507.574365965,1,0.25
193,2003,maharashtra,akola,,551013.221724762,1,0.25
194,2004,maharashtra,akola,169.3158,599028.1154943785,1,0.25
195,2005,maharashtra,akola,318.36365,685815.41856348,1,0.25
196,2006,maharashtra,akola,200.69231,780279.5182740722,1,0.25
197,2007,maharashtra,akola,371.01233,871096.2491881064,1,0.25
198,2008,maharashtra,akola,238.95938,884779.143581586,1,0.25
199,2009,maharashtra,akola,162.61539,970264.8556553776,1,0.25
200,2010,maharashtra,akola,,1080814.2888602451,1,0.25
201,2011,maharashtra,akola,,1126595.0,1,0.25
202,2012,maharashtra,akola,,1189711.0,1,0.25
203,2013,maharashtra,akola,205.61539,1267551.0,1,0.25
204,2014,maharashtra,akola,196.1579,1345341.0,1,0.25
205,2015,maharashtra,akola,129.92857,1452513.0,1,0.25
206,2016,maharashtra,akola,104.42857,1596121.0,1,0.25
207,2017,maharashtra,akola,120.88449,1661065.0,1,0.25
208,2018,maharashtra,akola,158.04053,1728578.0,1,0.25
209,2000,kerala,alappuzha,41.060001,147973.5597433169,1,0.32
210,2001,kerala,alappuzha,58.163158,155366.47487904064,1,0.32
211,2002,kerala,alappuzha,42.055557,166734.581417683,1,0.32
212,2003,kerala,alappuzha,,177540.5159176877,1,0.32
213,2004,kerala,alappuzha,51.48,194266.89820535283,1,0.32
214,2005,kerala,alappuzha,40.433334,214150.4423028008,1,0.32
215,2006,kerala,alappuzha,33.299999,231069.25430291385,1,0.32
216,2007,kerala,alappuzha,35.278126,251690.7367210242,1,0.32
217,2008,kerala,alappuzha,31.505882,267167.04617471667,1,0.32
218,2009,kerala,alappuzha,40.791668,291324.3285363027,1,0.32
219,2010,kerala,alappuzha,44.443245,309967.46877313964,1,0.32
220,2011,kerala,alappuzha,32.094116,328021.0,1,0.32
221,2012,kerala,alappuzha,54.7425,348616.0,1,0.32
222,2013,kerala,alappuzha,44.029999,364707.0,1,0.32
223,2014,kerala,alappuzha,24.086206,382134.0,1,0.32
224,2015,kerala,alappuzha,26.492592,411150.0,1,0.32
225,2016,kerala,alappuzha,29.068966,443615.0,1,0.32
226,2017,kerala,alappuzha,41.299999,473182.0,1,0.32
227,2018,kerala,alappuzha,41.353657,510787.0,1,0.32
228,2000,uttarpradesh,aligarh,230.5,351083.83971582167,1,0.28
229,2001,uttarpradesh,aligarh,,357470.77254969825,1,0.28
230,2002,uttarpradesh,aligarh,133.28572,369037.9006500751,1,0.28
231,2003,uttarpradesh,aligarh,,388468.5695531362,1,0.28
232,2004,uttarpradesh,aligarh,663.59998,407921.1791392405,1,0.28
233,2005,uttarpradesh,aligarh,253.0,431731.25103797467,1,0.28
234,2006,uttarpradesh,aligarh,,466022.3453164557,1,0.28
235,2007,uttarpradesh,aligarh,,495890.4340253165,1,0.28
236,2008,uttarpradesh,aligarh,,533571.6164050633,1,0.28
237,2009,uttarpradesh,aligarh,,566760.9320506329,1,0.28
238,2010,uttarpradesh,aligarh,,612018.6082025316,1,0.28
239,2011,uttarpradesh,aligarh,,645132.0,1,0.28
240,2012,uttarpradesh,aligarh,,673552.0,1,0.28
241,2013,uttarpradesh,aligarh,,707469.0,1,0.28
242,2014,uttarpradesh,aligarh,,729686.0,1,0.28
243,2015,uttarpradesh,aligarh,,792049.0,1,0.28
244,2016,uttarpradesh,aligarh,135.88667,888453.0,1,0.28
245,2017,uttarpradesh,aligarh,,922458.0,1,0.28
246,2018,uttarpradesh,aligarh,219.78999,949184.0,1,0.28
247,2000,westbengal,alipurduar,41.75,247972.31111561856,1,0.22
248,2001,westbengal,alipurduar,21.6,265880.32837131777,1,0.22
249,2002,westbengal,alipurduar,25.200001,275199.53359278664,1,0.22
250,2003,westbengal,alipurduar,,291369.5209867059,1,0.22
251,2004,westbengal,alipurduar,43.833332,310686.6999675226,1,0.22
252,2005,westbengal,alipurduar,30.5,330248.80030542583,1,0.22
253,2006,westbengal,alipurduar,32.0,356170.8313006164,1,0.22
254,2007,westbengal,alipurduar,,383881.4906091932,1,0.22
255,2008,westbengal,alipurduar,27.525,399354.5969692363,1,0.22
256,2009,westbengal,alipurduar,27.299999,430366.20743387047,1,0.22
257,2010,westbengal,alipurduar,,456461.5424521131,1,0.22
258,2011,westbengal,alipurduar,32.0,473205.0,1,0.22
259,2012,westbengal,alipurduar,20.666666,492901.0,1,0.22
260,2013,westbengal,alipurduar,55.333332,503952.0,1,0.22
261,2014,westbengal,alipurduar,,515702.0,1,0.22
262,2015,westbengal,alipurduar,,546988.0,1,0.22
263,2016,westbengal,alipurduar,55.888889,584911.0,1,0.22
264,2017,westbengal,alipurduar,30.0,623787.0,1,0.22
265,2018,westbengal,alipurduar,39.993752,659288.0,1,0.22
266,2000,madhyapradesh,alirajpur,197.0,142623.92245088037,1,0.32
267,2001,madhyapradesh,alirajpur,253.71428,152826.6075400632,1,0.32
268,2002,madhyapradesh,alirajpur,157.66667,144856.76138662823,1,0.32
269,2003,madhyapradesh,alirajpur,,161106.27345013304,1,0.32
270,2004,madhyapradesh,alirajpur,133.14285,166392.43950471698,1,0.32
271,2005,madhyapradesh,alirajpur,,174775.328567217,1,0.32
272,2006,madhyapradesh,alirajpur,191.44444,190708.6450176887,1,0.32
273,2007,madhyapradesh,alirajpur,205.72728,199720.8751061321,1,0.32
274,2008,madhyapradesh,alirajpur,80.333336,224971.1026179245,1,0.32
275,2009,madhyapradesh,alirajpur,138.0,246297.10579599056,1,0.32
276,2010,madhyapradesh,alirajpur,113.11111,259230.23037146227,1,0.32
277,2011,madhyapradesh,alirajpur,81.166664,282371.0,1,0.32
278,2012,madhyapradesh,alirajpur,134.66667,306853.0,1,0.32
279,2013,madhyapradesh,alirajpur,201.25,322598.0,1,0.32
280,2014,madhyapradesh,alirajpur,137.27272,339247.0,1,0.32
281,2015,madhyapradesh,alirajpur,81.0,370716.0,1,0.32
282,2016,madhyapradesh,alirajpur,154.7,419465.0,1,0.32
283,2017,madhyapradesh,alirajpur,145.41667,441956.0,1,0.32
284,2018,madhyapradesh,alirajpur,108.2,482361.0,1,0.32
285,2000,uttarakhand,almora,,30800.418529264123,1,0.27
286,2001,uttarakhand,almora,,32261.8594656789,1,0.27
287,2002,uttarakhand,almora,,35282.66032922301,1,0.27
288,2003,uttarakhand,almora,,38073.35156458789,1,0.27
289,2004,uttarakhand,almora,,43081.90793963752,1,0.27
290,2005,uttarakhand,almora,,49190.07507393645,1,0.27
291,2006,uttarakhand,almora,,55116.54356563282,1,0.27
292,2007,uttarakhand,almora,,64750.43755213468,1,0.27
293,2008,uttarakhand,almora,14.0,71643.38818533404,1,0.27
294,2009,uttarakhand,almora,28.0,83904.18063244104,1,0.27
295,2010,uttarakhand,almora,,92718.49776294836,1,0.27
296,2011,uttarakhand,almora,,101960.0,1,0.27
297,2012,uttarakhand,almora,14.0,109528.0,1,0.27
298,2013,uttarakhand,almora,,117778.0,1,0.27
299,2014,uttarakhand,almora,,125702.0,1,0.27
300,2015,uttarakhand,almora,,136144.0,1,0.27
301,2016,uttarakhand,almora,21.165001,150303.0,1,0.27
302,2017,uttarakhand,almora,,162205.0,1,0.27
303,2018,uttarakhand,almora,,166519.0,1,0.27
304,2000,rajasthan,alwar,367.40909,174261.4982756208,1,0.39
305,2001,rajasthan,alwar,362.93939,194105.2216453936,1,0.39
306,2002,rajasthan,alwar,359.61292,170786.6612538214,1,0.39
307,2003,rajasthan,alwar,,225128.6442802708,1,0.39
308,2004,rajasthan,alwar,344.6857,219623.783673409,1,0.39
309,2005,rajasthan,alwar,331.82352,234376.38095379013,1,0.39
310,2006,rajasthan,alwar,181.90909,261962.91892931657,1,0.39
311,2007,rajasthan,alwar,130.25,273897.97681369574,1,0.39
312,2008,rajasthan,alwar,205.41667,296931.6051077934,1,0.39
313,2009,rajasthan,alwar,396.48386,314236.5616057293,1,0.39
314,2010,rajasthan,alwar,386.83334,361436.6835150852,1,0.39
315,2011,rajasthan,alwar,476.92593,395331.0,1,0.39
316,2012,rajasthan,alwar,225.7037,409802.0,1,0.39
317,2013,rajasthan,alwar,396.46155,434292.0,1,0.39
318,2014,rajasthan,alwar,302.58823,465408.0,1,0.39
319,2015,rajasthan,alwar,438.79999,501922.0,1,0.39
320,2016,rajasthan,alwar,312.61365,529650.0,1,0.39
321,2017,rajasthan,alwar,261.13333,557618.0,1,0.39
322,2018,rajasthan,alwar,262.77777,568102.0,1,0.39
323,2000,haryana,ambala,129.30588,108122.61080440917,1,0.37
324,2001,haryana,ambala,98.0,116473.59577669726,1,0.37
325,2002,haryana,ambala,128.52632,123614.0477018113,1,0.37
326,2003,haryana,ambala,,135774.40240296876,1,0.37
327,2004,haryana,ambala,253.8,147481.865369694,1,0.37
328,2005,haryana,ambala,218.58333,160804.87167161863,1,0.37
329,2006,haryana,ambala,170.63637,179088.29885884066,1,0.37
330,2007,haryana,ambala,191.53999,193107.4745746674,1,0.37
331,2008,haryana,ambala,196.7,207975.053310876,1,0.37
332,2009,haryana,ambala,166.0625,233960.81678999265,1,0.37
333,2010,haryana,ambala,256.78571,249822.19019322115,1,0.37
334,2011,haryana,ambala,159.42857,271152.0,1,0.37
335,2012,haryana,ambala,118.93571,289756.0,1,0.37
336,2013,haryana,ambala,104.23572,314931.0,1,0.37
337,2014,haryana,ambala,230.84616,333359.0,1,0.37
338,2015,haryana,ambala,165.0,372700.0,1,0.37
339,2016,haryana,ambala,127.28333,412055.0,1,0.37
340,2017,haryana,ambala,183.86667,434407.0,1,0.37
341,2018,haryana,ambala,113.93737,470328.0,1,0.37
342,2000,uttarpradesh,ambedkarnagar,46.0,351083.83971582167,1,0.22
343,2001,uttarpradesh,ambedkarnagar,52.666668,357470.77254969825,1,0.22
344,2002,uttarpradesh,ambedkarnagar,54.0,369037.9006500751,1,0.22
345,2003,uttarpradesh,ambedkarnagar,,388468.5695531362,1,0.22
346,2004,uttarpradesh,ambedkarnagar,53.75,407921.1791392405,1,0.22
347,2005,uttarpradesh,ambedkarnagar,,431731.25103797467,1,0.22
348,2006,uttarpradesh,ambedkarnagar,,466022.3453164557,1,0.22
349,2007,uttarpradesh,ambedkarnagar,,495890.4340253165,1,0.22
350,2008,uttarpradesh,ambedkarnagar,,533571.6164050633,1,0.22
351,2009,uttarpradesh,ambedkarnagar,,566760.9320506329,1,0.22
352,2010,uttarpradesh,ambedkarnagar,,612018.6082025316,1,0.22
353,2011,uttarpradesh,ambedkarnagar,,645132.0,1,0.22
354,2012,uttarpradesh,ambedkarnagar,,673552.0,1,0.22
355,2013,uttarpradesh,ambedkarnagar,,707469.0,1,0.22
356,2014,uttarpradesh,ambedkarnagar,,729686.0,1,0.22
357,2015,uttarpradesh,ambedkarnagar,,792049.0,1,0.22
358,2016,uttarpradesh,ambedkarnagar,43.599998,888453.0,1,0.22
359,2017,uttarpradesh,ambedkarnagar,,922458.0,1,0.22
360,2018,uttarpradesh,ambedkarnagar,30.171999,949184.0,1,0.22
361,2000,maharashtra,amravati,209.59822,462182.04589375335,1,0.29
362,2001,maharashtra,amravati,184.95653,478508.99779191246,1,0.29
363,2002,maharashtra,amravati,128.04878,511507.574365965,1,0.29
364,2003,maharashtra,amravati,,551013.221724762,1,0.29
365,2004,maharashtra,amravati,144.34042,599028.1154943785,1,0.29
366,2005,maharashtra,amravati,152.00922,685815.41856348,1,0.29
367,2006,maharashtra,amravati,153.69925,780279.5182740722,1,0.29
368,2007,maharashtra,amravati,153.88641,871096.2491881064,1,0.29
369,2008,maharashtra,amravati,169.71793,884779.143581586,1,0.29
370,2009,maharashtra,amravati,183.95454,970264.8556553776,1,0.29
371,2010,maharashtra,amravati,,1080814.2888602451,1,0.29
372,2011,maharashtra,amravati,,1126595.0,1,0.29
373,2012,maharashtra,amravati,96.666664,1189711.0,1,0.29
374,2013,maharashtra,amravati,122.88095,1267551.0,1,0.29
375,2014,maharashtra,amravati,133.28709,1345341.0,1,0.29
376,2015,maharashtra,amravati,122.46,1452513.0,1,0.29
377,2016,maharashtra,amravati,122.57143,1596121.0,1,0.29
378,2017,maharashtra,amravati,143.4007,1661065.0,1,0.29
379,2018,maharashtra,amravati,71.875305,1728578.0,1,0.29
380,2000,gujarat,amreli,579.13043,187486.0647190792,1,0.19
381,2001,gujarat,amreli,765.75,202722.52060396783,1,0.19
382,2002,gujarat,amreli,1171.1818,220397.15650232672,1,0.19
383,2003,gujarat,amreli,,257104.347060995,1,0.19
384,2004,gujarat,amreli,439.1875,272449.2629108957,1,0.19
385,2005,gujarat,amreli,820.46429,311996.4362722108,1,0.19
386,2006,gujarat,amreli,467.66666,338383.36050177214,1,0.19
387,2007,gujarat,amreli,526.45715,378395.5156254638,1,0.19
388,2008,gujarat,amreli,479.2973,394570.23835956375,1,0.19
389,2009,gujarat,amreli,327.30768,450323.76586738543,1,0.19
390,2010,gujarat,amreli,455.82758,499605.5063968227,1,0.19
391,2011,gujarat,amreli,339.73685,532809.0,1,0.19
392,2012,gujarat,amreli,373.83871,596659.0,1,0.19
393,2013,gujarat,amreli,432.23077,641489.0,1,0.19
394,2014,gujarat,amreli,372.88571,705629.0,1,0.19
395,2015,gujarat,amreli,199.07317,774775.0,1,0.19
396,2016,gujarat,amreli,375.13159,843930.0,1,0.19
397,2017,gujarat,amreli,410.26828,946511.0,1,0.19
398,2018,gujarat,amreli,311.54999,1034399.0,1,0.19
399,2000,punjab,amritsar,53.169998,130870.00549422811,1,0.3
400,2001,punjab,amritsar,28.0,132574.969948761,1,0.3
401,2002,punjab,amritsar,37.621429,134833.06381928446,1,0.3
402,2003,punjab,amritsar,,143252.23215855728,1,0.3
403,2004,punjab,amritsar,23.92,150374.55025659368,1,0.3
404,2005,punjab,amritsar,29.200001,157747.6323300751,1,0.3
405,2006,punjab,amritsar,34.599998,174760.55643236218,1,0.3
406,2007,punjab,amritsar,67.714287,189894.4098783096,1,0.3
407,2008,punjab,amritsar,37.174999,200421.3967894764,1,0.3
408,2009,punjab,amritsar,62.783333,213223.87539693547,1,0.3
409,2010,punjab,amritsar,46.666668,226995.577251856,1,0.3
410,2011,punjab,amritsar,66.599998,239227.0,1,0.3
411,2012,punjab,amritsar,43.444443,251813.0,1,0.3
412,2013,punjab,amritsar,51.0,267515.0,1,0.3
413,2014,punjab,amritsar,61.777779,278485.0,1,0.3
414,2015,punjab,amritsar,54.777779,294895.0,1,0.3
415,2016,punjab,amritsar,55.68182,315783.0,1,0.3
416,2017,punjab,amritsar,48.200001,335057.0,1,0.3
417,2018,punjab,amritsar,65.583336,353942.0,1,0.3
418,2000,uttarpradesh,amroha,25.0,351083.83971582167,1,0.24
419,2001,uttarpradesh,amroha,17.5,357470.77254969825,1,0.24
420,2002,uttarpradesh,amroha,,369037.9006500751,1,0.24
421,2003,uttarpradesh,amroha,,388468.5695531362,1,0.24
422,2004,uttarpradesh,amroha,85.0,407921.1791392405,1,0.24
423,2005,uttarpradesh,amroha,,431731.25103797467,1,0.24
424,2006,uttarpradesh,amroha,,466022.3453164557,1,0.24
425,2007,uttarpradesh,amroha,,495890.4340253165,1,0.24
426,2008,uttarpradesh,amroha,,533571.6164050633,1,0.24
427,2009,uttarpradesh,amroha,,566760.9320506329,1,0.24
428,2010,uttarpradesh,amroha,,612018.6082025316,1,0.24
429,2011,uttarpradesh,amroha,,645132.0,1,0.24
