,0
590,-1560.2269840001127
591,-1568.7953433751127
592,-1577.3637027501127
593,-1586.2418765782377
594,-1595.1200504063627
595,-1587.764371832144
596,-1580.4086932579253
597,-1583.7435698516754
598,-1587.0784464454255
599,-1547.0724973731599
600,-1507.0665483008943
601,-1481.1772735801912
602,-1455.2879988594882
603,-1428.1909377344882
604,-1401.0938766094882
605,-1400.2122160548008
606,-1399.3305555001134
607,-1381.1403777813634
608,-1362.9502000626135
609,-1355.9284369776526
610,-1339.3260922276527
611,-1340.7626156651527
612,-1342.2079281651527
613,-1331.5282406651527
614,-1340.5907406651527
615,-1342.6415219151527
616,-1346.0067562901527
617,-1349.9852719151527
618,-1352.3563656651527
619,-1354.5306820714027
620,-1357.7382016026527
621,-1359.766125186637
622,-1362.270031436637
623,-1363.9023632847816
624,-1366.6914257847816
625,-1332.3694043004066
626,-1335.245502933219
627,-1342.7808992457192
628,-1336.9591371607582
629,-1333.9567934107583
630,-1335.3933168482583
631,-1336.8386293482583
632,-1332.8256078482584
633,-1332.0131078482584
634,-1334.0638890982584
635,-1337.4291234732584
636,-1341.4076390982584
637,-1343.7787328482584
638,-1345.9530492545084
639,-1349.1605687857584
640,-1351.1884923697428
641,-1353.6923986197428
642,-1355.3247304678873
643,-1358.1137929678873
644,-1366.6806604835124
645,-1369.5567591163249
646,-1376.497955428825
647,-1378.753814803825
648,-1381.519439803825
649,-1381.214752303825
650,-1388.622955428825
651,-1388.582916366325
652,-1407.7488709561687
653,-1418.6158143155437
654,-1424.897857772575
655,-1425.0505677335125
656,-1445.1277161710125
657,-1453.1435853116375
658,-1463.1567689053875
659,-1464.716217147575
660,-1441.4924544132
661,-1465.059104803825
662,-1466.36891925695
663,-1430.445007472282
664,-1432.3383218338543
665,-1434.0530034901042
666,-1468.2312414051432
667,-1461.0288986551432
668,-1462.4654220926432
669,-1463.9107345926432
670,-1465.2310470926432
671,-1448.9602130926432
672,-1451.0109943426432
673,-1454.3762287176432
674,-1458.3547443426432
675,-1460.7258380926432
676,-1462.9001544988932
677,-1466.1076740301432
678,-1468.1355976141276
679,-1470.6395038641276
680,-1472.2718357122721
681,-1475.0608982122721
682,-1472.072208727897
683,-1474.9483073607096
684,-1468.5651706732096
685,-1472.9252265882487
686,-1495.5228828382487
687,-1496.9594062757487
688,-1498.4047187757487
689,-1517.7250312757487
690,-1526.7875312757487
691,-1528.8383125257487
692,-1532.2035469007487
693,-1536.1820625257487
694,-1538.5531562757487
695,-1540.7274726819987
696,-1543.9349922132487
697,-1545.962915797233
698,-1548.466822047233
699,-1550.0991538953776
700,-1552.8882163953776
701,-1527.2328629110027
702,-1530.1089615438152
703,-1534.0591568563152
704,-1535.8163590047527
705,-1536.5390152547527
706,-1536.9796280477215
707,-1537.6593155477215
708,-1537.3222183797527
709,-1524.6266698426434
710,-1520.3981542176434
711,-1505.8590917176434
712,-1531.2516088074872
713,-1543.0904759949872
714,-1563.497885662956
715,-1585.091635662956
716,-1584.066245037956
717,-1606.722495037956
718,-1609.178647381706
719,-1611.704820256706
720,-1625.798570256706
721,-1637.239976506706
722,-1636.466775506706
723,-1602.160134881706
724,-1615.484727694206
725,-1622.9631136082685
726,-1626.0959261082685
727,-1638.4521731082684
728,-1659.6023694207684
729,-1667.7719330887371
730,-1671.039793088737
731,-1686.707902776237
732,-1690.985147776237
733,-1706.348680807487
734,-1728.4482364754558
735,-1753.400159475456
736,-1764.529065725456
737,-1777.343858162956
738,-1765.5438591629559
739,-1765.5561730057293
740,-1765.9222314901044
741,-1786.4854223026043
742,-1781.2666723026043
743,-1767.7041723026043
744,-1758.8604223026043
745,-1756.9151098026043
746,-1756.8994848026043
747,-1755.1885473026043
748,-1752.5791723026043
749,-1748.2041723026043
750,-1744.1885473026043
751,-1744.7472481151044
752,-1744.6361641307294
753,-1744.6659492869794
754,-1743.1102207869794
755,-1750.3129910369794
756,-1747.2501668494795
757,-1749.4689168494795
758,-1749.4777059119795
759,-1740.6924585526044
760,-1740.2831796990888
761,-1735.0644296990888
762,-1721.5019296990888
763,-1712.6581796990888
764,-1710.7128671990888
765,-1710.6972421990888
766,-1708.9863046990888
767,-1706.3769296990888
768,-1702.0019296990888
769,-1697.9863046990888
770,-1692.9338945115887
771,-1692.8228105272137
772,-1692.8525956834637
773,-1709.6968661834637
774,-1716.5632714334638
775,-1717.5610512459639
776,-1737.8512292459639
777,-1737.8600183084639
778,-1734.980127949089
779,-1738.5076090955733
780,-1740.7634684705733
781,-1743.5290934705733
782,-1743.2244059705733
783,-1750.6326090955733
784,-1750.5925700330733
785,-1769.758524622917
786,-1780.625467982292
787,-1786.9075114393233
788,-1787.0602214002608
789,-1807.1373698377608
790,-1815.1532389783858
791,-1825.1664225721358
792,-1826.7258708143233
793,-1869.0405680799483
794,-1892.6072184705733
795,-1893.9170329236983
796,-1924.1107661390304
797,-1926.0040805006026
798,-1952.3854281568526
799,-1986.5636660718917
800,-1984.4946563218916
801,-1985.9311797593916
802,-1987.3764922593916
803,-1987.6968047593916
804,-1985.8502137593916
805,-1987.9009950093916
806,-1991.2662293843916
807,-1995.2447450093916
808,-1997.6158387593916
809,-1999.7901551656416
810,-2002.9976746968916
811,-2005.025598280876
812,-2007.529504530876
813,-2009.1618363790205
814,-2011.9508988790205
815,-2022.9622113946455
816,-2025.838310027458
817,-2036.788505339958
818,-2023.766742254997
819,-2046.364398504997
820,-2047.800921942497
821,-2049.246234442497
822,-2068.566546942497
823,-2044.486189942497
824,-2046.536971192497
825,-2049.902205567497
826,-2053.880721192497
827,-2056.251814942497
828,-2058.426131348747
829,-2061.633650879997
830,-2063.661574463981
831,-2066.165480713981
832,-2067.7978125621257
833,-2070.5868750621257
834,-2045.9092975777507
835,-2048.7853962105632
836,-2061.7355915230632
837,-2090.1318093433756
838,-2089.8310280933756
839,-2124.271190804313
840,-2124.6773187340004
841,-2182.6480218590004
842,-2170.4591742808752
843,-2158.6305121715004
844,-2137.015976194938
845,-2140.716858085563
846,-2156.090286038688
847,-2173.795478382438
848,-2177.970535136344
849,-2184.4080882457192
850,-2216.670733730094
851,-2216.625529959098
852,-2224.821483365348
853,-2247.583537771598
854,-2262.251506521598
855,-2303.5095820294105
856,-2321.4378199444495
857,-2344.0354761944495
858,-2345.4719996319495
859,-2346.9173121319495
860,-2353.3487356319497
861,-2343.3001246319495
862,-2345.3509058819495
863,-2348.7161402569495
864,-2352.6946558819495
865,-2355.0657496319495
866,-2357.2400660381995
867,-2360.4475855694495
868,-2362.475509153434
869,-2364.979415403434
870,-2366.6117472515784
871,-2369.4008097515784
872,-2390.5787882672034
873,-2393.454886900016
874,-2406.405082212516
875,-2350.660941587516
876,-2353.426566587516
877,-2353.121879087516
878,-2360.530082212516
879,-2360.490043150016
880,-2379.6559977398597
881,-2390.5229410992347
882,-2396.804984556266
883,-2396.9576945172034
884,-2379.0348429547034
885,-2335.0507120953284
886,-2345.0638956890784
887,-2346.623343931266
888,-2324.938041196891
889,-2348.504691587516
890,-2349.814506040641
891,-2343.563796255973
892,-2345.4571106175454
893,-2296.505122273795
894,-2298.760981648795
895,-2301.526606648795
896,-2301.221919148795
897,-2308.630122273795
898,-2308.590083211295
899,-2327.756037801139
900,-2338.622981160514
901,-2344.905024617545
902,-2345.0577345784827
903,-2330.2777400159825
904,-2279.6269411566077
905,-2289.6401247503577
906,-2291.199572992545
907,-2301.22855725817
908,-2282.295207648795
909,-2283.60502210192
910,-2298.491063317252
911,-2300.3843776788244
912,-2290.7657253350744
913,-2302.0284206475744
914,-2325.0823757256994
915,-2327.6136257256994
916,-2327.6865932549963
917,-2341.2261440362463
918,-2327.2886440362463
919,-2332.0525600518713
920,-2319.1660854424963
921,-2309.1439486924965
922,-2301.9994174424965
923,-2301.6233338174966
924,-2301.0015076456216
925,-2300.113446122184
926,-2263.867565497184
927,-2264.032116278434
928,-2266.794323309684
929,-2276.613203184684
930,-2282.394453184684
931,-2287.670103209098
932,-2290.935556925895
933,-2297.8407544493325
934,-2312.8737478087073
935,-2313.0412282774573
936,-2306.5133886837075
937,-2307.3612284962073
938,-2321.2362284962073
939,-2298.0544085743322
940,-2316.2126116993322
941,-2297.230777761832
942,-2275.259678074332
943,-2268.2922021993318
944,-2263.5848470704254
945,-2264.7366257579256
946,-2264.7913132579256
947,-2232.6973191173006
948,-2175.6770617735506
949,-2160.4666434610504
950,-2147.474997953238
951,-2182.5408017032382
952,-2200.463443859488
953,-2204.9755440274566
954,-2208.2685127774566
955,-2231.6857796231598
956,-2238.80036562316
957,-2252.3259203419098
958,-2257.22375534191
959,-2253.80783937316
960,-2287.9887593731596
961,-2319.2099507794096
962,-2326.4913990919094
963,-2330.7007034200346
964,-2350.8191416592927
965,-2339.3352165342926
966,-2334.8664665342926
967,-2329.5280191592924
968,-2332.1355551592924
969,-2343.0641513155424
970,-2351.9090552305815
971,-2325.3067104805814
972,-2326.7432339180814
973,-2328.1885464180814
974,-2347.5088589180814
975,-2315.5713589180814
976,-2317.6221401680814
977,-2320.9873745430814
978,-2324.9658901680814
979,-2327.3369839180814
980,-2329.5113003243314
981,-2332.7188198555814
982,-2334.7467434395658
983,-2337.2506496895658
984,-2338.8829815377103
985,-2341.6720440377103
986,-2322.3500225533353
987,-2325.226121186148
988,-2325.798028498648
989,-2345.6331725416167
990,-2367.3626647291167
991,-2389.525140315054
992,-2421.897454768179
993,-2448.254876643179
994,-2471.4993224439604
995,-2489.6804747877104
996,-2509.2034240064604
997,-2541.828305750845
998,-2561.203794032095
999,-2572.546079188345
1000,-2572.7407355604155
1001,-2575.0390754041655
1002,-2563.556988724478
1003,-2551.6054282244777
1004,-2549.8219809588527
1005,-2560.09236670104
1006,-2560.1010336932277
1007,-2560.2220816668605
1008,-2552.9801914168606
1009,-2554.2933095731105
1010,-2527.3387467410794
1011,-2530.6317154910794
1012,-2534.7762543367826
1013,-2541.4146443367827
1014,-2537.2735310555327
1015,-2499.7440160555325
1016,-2414.5281080867826
1017,-2417.4944550867826
1018,-2428.048982493033
1019,-2384.780427805533
1020,-2378.682039133658
1021,-2361.4927843729156
1022,-2369.7627042479157
1023,-2375.0880752479156
1024,-2369.7853408729156
1025,-2371.6634688729155
1026,-2368.5976650291655
1027,-2363.8425689442047
1028,-2359.087472859244
1029,-2381.685129109244
1030,-2404.282785359244
1031,-2405.719308796744
1032,-2407.155832234244
1033,-2408.601144734244
1034,-2410.046457234244
1035,-2429.366769734244
1036,-2448.687082234244
1037,-2438.149582234244
1038,-2427.612082234244
1039,-2429.662863484244
1040,-2431.713644734244
1041,-2435.078879109244
1042,-2438.444113484244
1043,-2442.422629109244
1044,-2446.401144734244
1045,-2448.772238484244
1046,-2451.143332234244
1047,-2453.317648640494
1048,-2455.491965046744
1049,-2458.699484577994
1050,-2461.907004109244
1051,-2463.9349276932285
1052,-2465.962851277213
1053,-2468.466757527213
1054,-2470.970663777213
1055,-2472.6029956253574
1056,-2474.235327473502
1057,-2477.024389973502
1058,-2479.813452473502
1059,-2469.091428989127
1060,-2458.369405504752
1061,-2461.2455041375647
1062,-2464.121602770377
1063,-2489.571798082877
1064,-2515.021993395377
1065,-2509.803243395377
1066,-2496.240743395377
1067,-2487.396993395377
1068,-2485.451680895377
1069,-2485.436055895377
1070,-2483.725118395377
1071,-2481.115743395377
1072,-2476.740743395377
1073,-2472.725118395377
1074,-2461.1593762078774
1075,-2461.0482922235024
1076,-2461.0780773797524
1077,-2459.6071948797526
1078,-2464.4543021297527
1079,-2456.8442139422527
1080,-2453.8421849422525
1081,-2453.8509740047525
1082,-2436.5133236453776
1083,-2427.8335827918618
1084,-2403.181436541862
1085,-2392.1040816981117
1086,-2367.5304688660804
1087,-2370.8234376160804
1088,-2372.8536044617836
1089,-2343.3015144617834
1090,-2331.2229011805334
1091,-2333.6335611805334
1092,-2314.4755412117834
1093,-2306.1267482117833
1094,-2233.794749618033
1095,-2227.670130930533
1096,-2198.958842258658
1097,-2125.362177497916
1098,-2095.174959372916
1099,-2053.939539372916
1100,-2023.194494997916
1101,-1936.582969997916
1102,-1920.425255154166
1103,-1925.5499195604161
1104,-1904.6592945604161
1105,-1898.7080616502599
1106,-1898.7296070604161
1107,-1931.479281872916
1108,-1966.287631482291
1109,-1968.629752544791
1110,-1976.887565044791
1111,-2007.7104562801426
1112,-2035.4302455789707
1113,-2051.5067436414706
1114,-2051.6212455945956
1115,-2061.6817924695956
1116,-2059.7796928602206
1117,-2075.9165414852205
1118,-2046.1670297664705
1119,-2068.4002739149078
1120,-2084.8332993367826
1121,-2105.6023423055326
1122,-2107.35954445397
1123,-2108.08220070397
1124,-2108.522813496939
1125,-2109.202500996939
1126,-2108.86540382897
1127,-2079.7698532918607
1128,-2063.5413376668607
1129,-2046.6689431668608
1130,-2072.061460256705
1131,-2083.900327444205
1132,-2056.7077391121734
1133,-2052.3014891121734
1134,-2045.2760984871734
1135,-2020.3323504871735
1136,-2013.1885018309235
1137,-2003.1813397059236
1138,-1994.0250897059236
1139,-2005.4664959559236
1140,-1979.6732979559235
1141,-1998.7952273309236
1142,-2007.3813631434236
1143,-2022.3673250574861
1144,-2025.5001375574861
1145,-2041.6563875574861
1146,-2110.606582869986
1147,-2101.748367537955
1148,-2085.623367537955
1149,-2105.6089362254547
1150,-2101.1853212254546
1151,-2104.2198522567046
1152,-2116.0491369246733
1153,-2066.209856924673
1154,-2057.338763174673
1155,-2045.0721616121732
1156,-2016.8360466121733
1157,-2025.4039174549466
1158,-2018.5679489393217
1159,-1951.0606867518218
1160,-1958.4044367518218
1161,-1971.0775137518217
1162,-1973.1396590018217
1163,-1979.292307927603
1164,-1987.15693570397
1165,-1992.1839782039701
1166,-1994.21989389147
1167,-1996.8547511414702
1168,-1997.13779017272
1169,-2000.1601290399076
1170,-2000.2670626336576
1171,-1946.8230548836575
1172,-1916.4246173836575
1173,-1947.3464923836575
1174,-1950.3113971688138
1175,-1942.5188407806302
1176,-1939.5943798900053
1177,-1945.4724540618802
1178,-1943.386566091177
1179,-1898.898140006216
1180,-1921.495796256216
1181,-1922.932319693716
1182,-1924.377632193716
1183,-1907.697944693716
1184,-1877.760444693716
1185,-1879.811225943716
1186,-1883.176460318716
1187,-1887.154975943716
1188,-1889.526069693716
1189,-1891.700386099966
1190,-1894.907905631216
1191,-1896.9358292152003
1192,-1899.4397354652003
1193,-1901.0720673133449
1194,-1903.8611298133449
1195,-1879.8724403289698
1196,-1882.7485389617823
1197,-1883.0320662742822
1198,-1885.4511756805323
1199,-1863.8938826805322
1200,-1848.109317770376
1201,-1848.1308631805323
1202,-1851.4638709930323
1203,-1832.0548286024073
1204,-1833.4109876649072
1205,-1846.1628471649071
1206,-1844.0809764002588
1207,-1863.721978699087
1208,-1825.312966761587
1209,-1825.427468714712
1210,-1824.6963475897119
1211,-1830.7323429803369
1212,-1843.5858586053369
1213,-1822.9843458865869
1214,-1835.4816930350244
1215,-1845.9332344568993
1216,-1861.8561244256493
1217,-1861.5907816326805
1218,-1848.942466202993
1219,-1848.8148111253563
1220,-1810.086203947622
1221,-1809.1370614915672
1222,-1752.0434300804345
1223,-1731.922359166372
1224,-1680.1202961780907
1225,-1701.6980244749657
1226,-1676.9385789163719
1227,-1677.1607774027
1228,-1677.3211472757469
1229,-1663.997233701528
1230,-1660.122027295278
1231,-1662.4629772230123
