country ,state                                        ,district                          ,year   ,dyid                            ,chloride     ,nsdp            ,gini
India   ,Punjab                                       ,Jalandhar                         ,2008.0 ,Jalandhar2008                   ,  21.5       , 200421.2722428 ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2009.0 ,Jalandhar2009                   , 215.0       , 213223.6778484 ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2010.0 ,Jalandhar2010                   ,  58.900002  , 226995.4768816 ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2011.0 ,Jalandhar2011                   ,  65.285713  , 239226.952142  ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2012.0 ,Jalandhar2012                   ,  50.466667  , 251812.593817  ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2013.0 ,Jalandhar2013                   ,  31.927273  , 267515.21      ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2014.0 ,Jalandhar2014                   ,  57.990002  , 278484.6       ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2015.0 ,Jalandhar2015                   ,             , 294894.856617  ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2016.0 ,Jalandhar2016                   ,  49.943748  , 315782.992402  ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2017.0 ,Jalandhar2017                   ,  60.285713  , 335056.78566   ,0.33
India   ,Punjab                                       ,Jalandhar                         ,2018.0 ,Jalandhar2018                   ,  53.866665  , 353942.469249  ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2000.0 ,Kapurthala2000                  ,  31.799999  , 130869.8138609 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2001.0 ,Kapurthala2001                  ,             , 132574.7758189 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2002.0 ,Kapurthala2002                  ,  45.855556  , 134832.8663829 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2003.0 ,Kapurthala2003                  ,             , 143252.0223939 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2004.0 ,Kapurthala2004                  ,  22.799999  , 150374.3300627 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2005.0 ,Kapurthala2005                  ,  24.5       , 157746.8313787 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2006.0 ,Kapurthala2006                  ,  32.285713  , 174759.6699571 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2007.0 ,Kapurthala2007                  ,  38.5       , 189894.1594683 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2008.0 ,Kapurthala2008                  ,  43.650002  , 200421.2722428 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2009.0 ,Kapurthala2009                  ,  37.833332  , 213223.6778484 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2010.0 ,Kapurthala2010                  ,  52.833332  , 226995.4768816 ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2011.0 ,Kapurthala2011                  ,  55.875     , 239226.952142  ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2012.0 ,Kapurthala2012                  ,  28.487499  , 251812.593817  ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2013.0 ,Kapurthala2013                  ,  35.3125    , 267515.21      ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2014.0 ,Kapurthala2014                  ,  27.857143  , 278484.6       ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2015.0 ,Kapurthala2015                  ,             , 294894.856617  ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2016.0 ,Kapurthala2016                  ,  20.444445  , 315782.992402  ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2017.0 ,Kapurthala2017                  ,  42.42857   , 335056.78566   ,0.33
India   ,Punjab                                       ,Kapurthala                        ,2018.0 ,Kapurthala2018                  ,  26.25      , 353942.469249  ,0.33
India   ,Punjab                                       ,Ludhiana                          ,2000.0 ,Ludhiana2000                    ,  65.666664  , 130869.8138609 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2001.0 ,Ludhiana2001                    ,  89.428574  , 132574.7758189 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2002.0 ,Ludhiana2002                    ,             , 134832.8663829 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2003.0 ,Ludhiana2003                    ,             , 143252.0223939 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2004.0 ,Ludhiana2004                    ,  62.0       , 150374.3300627 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2005.0 ,Ludhiana2005                    ,  41.0       , 157746.8313787 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2006.0 ,Ludhiana2006                    ,  47.0       , 174759.6699571 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2007.0 ,Ludhiana2007                    ,  41.222221  , 189894.1594683 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2008.0 ,Ludhiana2008                    ,  76.300003  , 200421.2722428 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2009.0 ,Ludhiana2009                    ,  22.6       , 213223.6778484 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2010.0 ,Ludhiana2010                    ,  34.299999  , 226995.4768816 ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2011.0 ,Ludhiana2011                    ,  17.975     , 239226.952142  ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2012.0 ,Ludhiana2012                    , 111.16666   , 251812.593817  ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2013.0 ,Ludhiana2013                    ,  61.0       , 267515.21      ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2014.0 ,Ludhiana2014                    ,  80.358826  , 278484.6       ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2015.0 ,Ludhiana2015                    , 115.8       , 294894.856617  ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2016.0 ,Ludhiana2016                    ,  66.847618  , 315782.992402  ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2017.0 ,Ludhiana2017                    ,  76.444443  , 335056.78566   ,0.29
India   ,Punjab                                       ,Ludhiana                          ,2018.0 ,Ludhiana2018                    ,  46.57143   , 353942.469249  ,0.29
India   ,Punjab                                       ,Mansa                             ,2000.0 ,Mansa2000                       , 250.4375    , 130869.8138609 ,0.26
India   ,Punjab                                       ,Mansa                             ,2001.0 ,Mansa2001                       , 270.0       , 132574.7758189 ,0.26
India   ,Punjab                                       ,Mansa                             ,2002.0 ,Mansa2002                       , 208.75      , 134832.8663829 ,0.26
India   ,Punjab                                       ,Mansa                             ,2003.0 ,Mansa2003                       ,             , 143252.0223939 ,0.26
India   ,Punjab                                       ,Mansa                             ,2004.0 ,Mansa2004                       , 190.4375    , 150374.3300627 ,0.26
India   ,Punjab                                       ,Mansa                             ,2005.0 ,Mansa2005                       , 220.0       , 157746.8313787 ,0.26
India   ,Punjab                                       ,Mansa                             ,2006.0 ,Mansa2006                       , 154.91251   , 174759.6699571 ,0.26
India   ,Punjab                                       ,Mansa                             ,2007.0 ,Mansa2007                       , 225.52942   , 189894.1594683 ,0.26
India   ,Punjab                                       ,Mansa                             ,2008.0 ,Mansa2008                       , 261.3125    , 200421.2722428 ,0.26
India   ,Punjab                                       ,Mansa                             ,2009.0 ,Mansa2009                       , 161.78334   , 213223.6778484 ,0.26
India   ,Punjab                                       ,Mansa                             ,2010.0 ,Mansa2010                       , 266.29999   , 226995.4768816 ,0.26
India   ,Punjab                                       ,Mansa                             ,2011.0 ,Mansa2011                       , 254.2       , 239226.952142  ,0.26
India   ,Punjab                                       ,Mansa                             ,2012.0 ,Mansa2012                       , 233.0       , 251812.593817  ,0.26
India   ,Punjab                                       ,Mansa                             ,2013.0 ,Mansa2013                       , 175.11111   , 267515.21      ,0.26
India   ,Punjab                                       ,Mansa                             ,2014.0 ,Mansa2014                       , 230.72728   , 278484.6       ,0.26
India   ,Punjab                                       ,Mansa                             ,2015.0 ,Mansa2015                       , 145.0       , 294894.856617  ,0.26
India   ,Punjab                                       ,Mansa                             ,2016.0 ,Mansa2016                       , 222.22223   , 315782.992402  ,0.26
India   ,Punjab                                       ,Mansa                             ,2017.0 ,Mansa2017                       , 158.72728   , 335056.78566   ,0.26
India   ,Punjab                                       ,Mansa                             ,2018.0 ,Mansa2018                       , 253.27272   , 353942.469249  ,0.26
India   ,Punjab                                       ,Moga                              ,2000.0 ,Moga2000                        , 159.78572   , 130869.8138609 ,0.27
India   ,Punjab                                       ,Moga                              ,2001.0 ,Moga2001                        ,  48.0       , 132574.7758189 ,0.27
India   ,Punjab                                       ,Moga                              ,2002.0 ,Moga2002                        ,             , 134832.8663829 ,0.27
India   ,Punjab                                       ,Moga                              ,2003.0 ,Moga2003                        ,             , 143252.0223939 ,0.27
India   ,Punjab                                       ,Moga                              ,2004.0 ,Moga2004                        , 150.5       , 150374.3300627 ,0.27
India   ,Punjab                                       ,Moga                              ,2005.0 ,Moga2005                        , 263.0       , 157746.8313787 ,0.27
India   ,Punjab                                       ,Moga                              ,2006.0 ,Moga2006                        , 290.0       , 174759.6699571 ,0.27
India   ,Punjab                                       ,Moga                              ,2007.0 ,Moga2007                        , 246.5       , 189894.1594683 ,0.27
India   ,Punjab                                       ,Moga                              ,2008.0 ,Moga2008                        , 102.5       , 200421.2722428 ,0.27
India   ,Punjab                                       ,Moga                              ,2009.0 ,Moga2009                        , 372.0       , 213223.6778484 ,0.27
India   ,Punjab                                       ,Moga                              ,2010.0 ,Moga2010                        ,  58.0       , 226995.4768816 ,0.27
India   ,Punjab                                       ,Moga                              ,2011.0 ,Moga2011                        ,  63.0       , 239226.952142  ,0.27
India   ,Punjab                                       ,Moga                              ,2012.0 ,Moga2012                        ,  46.25      , 251812.593817  ,0.27
India   ,Punjab                                       ,Moga                              ,2013.0 ,Moga2013                        ,  59.5       , 267515.21      ,0.27
India   ,Punjab                                       ,Moga                              ,2014.0 ,Moga2014                        ,  40.833332  , 278484.6       ,0.27
India   ,Punjab                                       ,Moga                              ,2015.0 ,Moga2015                        , 105.71429   , 294894.856617  ,0.27
India   ,Punjab                                       ,Moga                              ,2016.0 ,Moga2016                        ,  79.285713  , 315782.992402  ,0.27
India   ,Punjab                                       ,Moga                              ,2017.0 ,Moga2017                        ,  40.0       , 335056.78566   ,0.27
India   ,Punjab                                       ,Moga                              ,2018.0 ,Moga2018                        ,  71.428574  , 353942.469249  ,0.27
India   ,Punjab                                       ,Muktsar                           ,2000.0 ,Muktsar2000                     , 396.60001   , 130869.8138609 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2001.0 ,Muktsar2001                     ,             , 132574.7758189 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2002.0 ,Muktsar2002                     ,             , 134832.8663829 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2003.0 ,Muktsar2003                     ,             , 143252.0223939 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2004.0 ,Muktsar2004                     , 636.16669   , 150374.3300627 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2005.0 ,Muktsar2005                     , 372.5       , 157746.8313787 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2006.0 ,Muktsar2006                     , 273.10001   , 174759.6699571 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2007.0 ,Muktsar2007                     , 448.39999   , 189894.1594683 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2008.0 ,Muktsar2008                     , 319.60001   , 200421.2722428 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2009.0 ,Muktsar2009                     , 332.85715   , 213223.6778484 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2010.0 ,Muktsar2010                     , 257.0       , 226995.4768816 ,0.26
India   ,Punjab                                       ,Muktsar                           ,2011.0 ,Muktsar2011                     , 443.125     , 239226.952142  ,0.26
India   ,Punjab                                       ,Muktsar                           ,2012.0 ,Muktsar2012                     , 700.875     , 251812.593817  ,0.26
India   ,Punjab                                       ,Muktsar                           ,2013.0 ,Muktsar2013                     , 486.625     , 267515.21      ,0.26
India   ,Punjab                                       ,Muktsar                           ,2014.0 ,Muktsar2014                     , 580.11108   , 278484.6       ,0.26
India   ,Punjab                                       ,Muktsar                           ,2015.0 ,Muktsar2015                     ,             , 294894.856617  ,0.26
India   ,Punjab                                       ,Muktsar                           ,2016.0 ,Muktsar2016                     , 545.45453   , 315782.992402  ,0.26
India   ,Punjab                                       ,Muktsar                           ,2017.0 ,Muktsar2017                     , 456.10001   , 335056.78566   ,0.26
India   ,Punjab                                       ,Muktsar                           ,2018.0 ,Muktsar2018                     , 590.66669   , 353942.469249  ,0.26
India   ,Punjab                                       ,Nawanshahr                        ,2000.0 ,Nawanshahr2000                  ,  74.333336  , 130869.8138609 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2001.0 ,Nawanshahr2001                  ,  32.333332  , 132574.7758189 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2002.0 ,Nawanshahr2002                  ,             , 134832.8663829 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2003.0 ,Nawanshahr2003                  ,             , 143252.0223939 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2004.0 ,Nawanshahr2004                  ,  52.0       , 150374.3300627 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2005.0 ,Nawanshahr2005                  ,  48.333332  , 157746.8313787 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2006.0 ,Nawanshahr2006                  ,  56.25      , 174759.6699571 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2007.0 ,Nawanshahr2007                  ,  46.400002  , 189894.1594683 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2008.0 ,Nawanshahr2008                  ,  21.525     , 200421.2722428 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2009.0 ,Nawanshahr2009                  ,  45.0       , 213223.6778484 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2010.0 ,Nawanshahr2010                  ,  53.25      , 226995.4768816 ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2011.0 ,Nawanshahr2011                  ,  12.0       , 239226.952142  ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2012.0 ,Nawanshahr2012                  ,  69.400002  , 251812.593817  ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2013.0 ,Nawanshahr2013                  ,  22.714285  , 267515.21      ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2014.0 ,Nawanshahr2014                  ,  17.383333  , 278484.6       ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2015.0 ,Nawanshahr2015                  ,             , 294894.856617  ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2016.0 ,Nawanshahr2016                  ,  35.5       , 315782.992402  ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2017.0 ,Nawanshahr2017                  ,  34.166668  , 335056.78566   ,0.29
India   ,Punjab                                       ,Nawanshahr                        ,2018.0 ,Nawanshahr2018                  ,  12.6       , 353942.469249  ,0.29
India   ,Punjab                                       ,Patiala                           ,2000.0 ,Patiala2000                     , 136.8353    , 130869.8138609 ,0.32
India   ,Punjab                                       ,Patiala                           ,2001.0 ,Patiala2001                     ,             , 132574.7758189 ,0.32
India   ,Punjab                                       ,Patiala                           ,2002.0 ,Patiala2002                     , 166.39999   , 134832.8663829 ,0.32
India   ,Punjab                                       ,Patiala                           ,2003.0 ,Patiala2003                     ,             , 143252.0223939 ,0.32
India   ,Punjab                                       ,Patiala                           ,2004.0 ,Patiala2004                     , 124.0       , 150374.3300627 ,0.32
India   ,Punjab                                       ,Patiala                           ,2005.0 ,Patiala2005                     , 172.85715   , 157746.8313787 ,0.32
India   ,Punjab                                       ,Patiala                           ,2006.0 ,Patiala2006                     , 133.66667   , 174759.6699571 ,0.32
India   ,Punjab                                       ,Patiala                           ,2007.0 ,Patiala2007                     , 111.35789   , 189894.1594683 ,0.32
India   ,Punjab                                       ,Patiala                           ,2008.0 ,Patiala2008                     ,  86.947365  , 200421.2722428 ,0.32
India   ,Punjab                                       ,Patiala                           ,2009.0 ,Patiala2009                     , 100.5       , 213223.6778484 ,0.32
India   ,Punjab                                       ,Patiala                           ,2010.0 ,Patiala2010                     , 117.33334   , 226995.4768816 ,0.32
India   ,Punjab                                       ,Patiala                           ,2011.0 ,Patiala2011                     ,  81.928574  , 239226.952142  ,0.32
India   ,Punjab                                       ,Patiala                           ,2012.0 ,Patiala2012                     ,  95.470589  , 251812.593817  ,0.32
India   ,Punjab                                       ,Patiala                           ,2013.0 ,Patiala2013                     , 116.27333   , 267515.21      ,0.32
India   ,Punjab                                       ,Patiala                           ,2014.0 ,Patiala2014                     , 121.90909   , 278484.6       ,0.32
India   ,Punjab                                       ,Patiala                           ,2015.0 ,Patiala2015                     ,  87.205261  , 294894.856617  ,0.32
India   ,Punjab                                       ,Patiala                           ,2016.0 ,Patiala2016                     ,  89.300003  , 315782.992402  ,0.32
India   ,Punjab                                       ,Patiala                           ,2017.0 ,Patiala2017                     ,  46.409092  , 335056.78566   ,0.32
India   ,Punjab                                       ,Patiala                           ,2018.0 ,Patiala2018                     , 159.8       , 353942.469249  ,0.32
India   ,Punjab                                       ,Rupnagar                          ,2000.0 ,Rupnagar2000                    ,  62.36842   , 130869.8138609 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2001.0 ,Rupnagar2001                    ,  18.0       , 132574.7758189 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2002.0 ,Rupnagar2002                    ,  47.700001  , 134832.8663829 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2003.0 ,Rupnagar2003                    ,             , 143252.0223939 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2004.0 ,Rupnagar2004                    ,  34.444443  , 150374.3300627 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2005.0 ,Rupnagar2005                    ,  44.23077   , 157746.8313787 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2006.0 ,Rupnagar2006                    ,  54.0       , 174759.6699571 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2007.0 ,Rupnagar2007                    ,  31.866667  , 189894.1594683 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2008.0 ,Rupnagar2008                    ,  44.477779  , 200421.2722428 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2009.0 ,Rupnagar2009                    ,  31.99      , 213223.6778484 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2010.0 ,Rupnagar2010                    ,  32.81818   , 226995.4768816 ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2011.0 ,Rupnagar2011                    ,  51.272728  , 239226.952142  ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2012.0 ,Rupnagar2012                    ,  45.0       , 251812.593817  ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2013.0 ,Rupnagar2013                    ,  67.991669  , 267515.21      ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2014.0 ,Rupnagar2014                    ,  45.5       , 278484.6       ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2015.0 ,Rupnagar2015                    ,  52.299999  , 294894.856617  ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2016.0 ,Rupnagar2016                    ,  51.799999  , 315782.992402  ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2017.0 ,Rupnagar2017                    ,  44.727272  , 335056.78566   ,0.31
India   ,Punjab                                       ,Rupnagar                          ,2018.0 ,Rupnagar2018                    ,  58.625     , 353942.469249  ,0.31
India   ,Punjab                                       ,S.A.S Nagar                       ,2000.0 ,S.A.S Nagar2000                 ,  15.0       , 130869.8138609 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2000.0 ,S.A.S Nagar2000                 , 161.21819   , 130869.8138609 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2001.0 ,S.A.S Nagar2001                 ,             , 132574.7758189 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2001.0 ,S.A.S Nagar2001                 ,             , 132574.7758189 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2002.0 ,S.A.S Nagar2002                 ,  21.0       , 134832.8663829 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2002.0 ,S.A.S Nagar2002                 , 133.66667   , 134832.8663829 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2003.0 ,S.A.S Nagar2003                 ,             , 143252.0223939 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2003.0 ,S.A.S Nagar2003                 ,             , 143252.0223939 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2004.0 ,S.A.S Nagar2004                 ,  14.0       , 150374.3300627 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2004.0 ,S.A.S Nagar2004                 , 115.83334   , 150374.3300627 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2005.0 ,S.A.S Nagar2005                 ,  14.0       , 157746.8313787 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2005.0 ,S.A.S Nagar2005                 ,  64.25      , 157746.8313787 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2006.0 ,S.A.S Nagar2006                 ,  11.0       , 174759.6699571 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2006.0 ,S.A.S Nagar2006                 ,  80.375     , 174759.6699571 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2007.0 ,S.A.S Nagar2007                 ,  13.0       , 189894.1594683 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2007.0 ,S.A.S Nagar2007                 ,  63.718182  , 189894.1594683 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2008.0 ,S.A.S Nagar2008                 ,   6.6999998 , 200421.2722428 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2008.0 ,S.A.S Nagar2008                 ,  90.5       , 200421.2722428 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2009.0 ,S.A.S Nagar2009                 ,   6.6999998 , 213223.6778484 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2009.0 ,S.A.S Nagar2009                 ,  65.666664  , 213223.6778484 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2010.0 ,S.A.S Nagar2010                 ,  25.0       , 226995.4768816 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2010.0 ,S.A.S Nagar2010                 ,  74.63636   , 226995.4768816 ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2011.0 ,S.A.S Nagar2011                 ,  21.0       , 239226.952142  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2011.0 ,S.A.S Nagar2011                 , 137.18182   , 239226.952142  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2012.0 ,S.A.S Nagar2012                 ,             , 251812.593817  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2012.0 ,S.A.S Nagar2012                 ,  72.211113  , 251812.593817  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2013.0 ,S.A.S Nagar2013                 ,             , 267515.21      ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2013.0 ,S.A.S Nagar2013                 ,  51.375     , 267515.21      ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2014.0 ,S.A.S Nagar2014                 ,  21.0       , 278484.6       ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2014.0 ,S.A.S Nagar2014                 , 164.42857   , 278484.6       ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2015.0 ,S.A.S Nagar2015                 ,  14.0       , 294894.856617  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2015.0 ,S.A.S Nagar2015                 , 287.33334   , 294894.856617  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2016.0 ,S.A.S Nagar2016                 ,             , 315782.992402  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2016.0 ,S.A.S Nagar2016                 , 357.5       , 315782.992402  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2017.0 ,S.A.S Nagar2017                 ,             , 335056.78566   ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2017.0 ,S.A.S Nagar2017                 ,  66.099998  , 335056.78566   ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2018.0 ,S.A.S Nagar2018                 ,  21.0       , 353942.469249  ,0.36
India   ,Punjab                                       ,S.A.S Nagar                       ,2018.0 ,S.A.S Nagar2018                 , 168.5       , 353942.469249  ,0.36
        ,Punjab                                       ,Sahibzada Ajit Singh Nagar Mohali ,       ,                                ,             ,                ,0.36
India   ,Punjab                                       ,Sangrur                           ,2000.0 ,Sangrur2000                     , 250.77777   , 130869.8138609 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2001.0 ,Sangrur2001                     , 199.08333   , 132574.7758189 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2002.0 ,Sangrur2002                     , 209.22223   , 134832.8663829 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2003.0 ,Sangrur2003                     ,             , 143252.0223939 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2004.0 ,Sangrur2004                     , 319.0       , 150374.3300627 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2005.0 ,Sangrur2005                     , 173.5       , 157746.8313787 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2006.0 ,Sangrur2006                     , 238.7       , 174759.6699571 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2007.0 ,Sangrur2007                     , 183.76923   , 189894.1594683 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2008.0 ,Sangrur2008                     , 209.18182   , 200421.2722428 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2009.0 ,Sangrur2009                     ,  82.639999  , 213223.6778484 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2010.0 ,Sangrur2010                     , 167.75      , 226995.4768816 ,0.35
India   ,Punjab                                       ,Sangrur                           ,2011.0 ,Sangrur2011                     ,  86.375     , 239226.952142  ,0.35
India   ,Punjab                                       ,Sangrur                           ,2012.0 ,Sangrur2012                     , 203.85715   , 251812.593817  ,0.35
India   ,Punjab                                       ,Sangrur                           ,2013.0 ,Sangrur2013                     ,  40.454544  , 267515.21      ,0.35
India   ,Punjab                                       ,Sangrur                           ,2014.0 ,Sangrur2014                     , 117.16666   , 278484.6       ,0.35
India   ,Punjab                                       ,Sangrur                           ,2015.0 ,Sangrur2015                     ,  79.660866  , 294894.856617  ,0.35
India   ,Punjab                                       ,Sangrur                           ,2016.0 ,Sangrur2016                     ,  66.405884  , 315782.992402  ,0.35
India   ,Punjab                                       ,Sangrur                           ,2017.0 ,Sangrur2017                     ,  31.571428  , 335056.78566   ,0.35
India   ,Punjab                                       ,Sangrur                           ,2018.0 ,Sangrur2018                     ,  48.285713  , 353942.469249  ,0.35
India   ,Punjab                                       ,Tarn Taran                        ,2000.0 ,Tarn Taran2000                  ,  81.63636   , 130869.8138609 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2001.0 ,Tarn Taran2001                  ,  73.0       , 132574.7758189 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2002.0 ,Tarn Taran2002                  ,  59.900002  , 134832.8663829 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2003.0 ,Tarn Taran2003                  ,             , 143252.0223939 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2004.0 ,Tarn Taran2004                  ,  39.5       , 150374.3300627 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2005.0 ,Tarn Taran2005                  ,  28.857143  , 157746.8313787 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2006.0 ,Tarn Taran2006                  ,  77.875     , 174759.6699571 ,0.31
India   ,Punjab                                       ,Tarn Taran                        ,2007.0 ,Tarn Taran2007                  ,  62.777779  , 189894.1594683 ,0.31
