country ,state                                        ,district                          ,year   ,dyid                            ,chloride     ,nsdp            ,gini
        ,Andaman And Nicobar Islands                  ,Nicobar                           ,       ,                                ,             ,                ,0.33
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2000.0 ,North And Middle Andaman2000    ,             ,   1247.3883961 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2001.0 ,North And Middle Andaman2001    ,             ,   1275.6704719 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2002.0 ,North And Middle Andaman2002    ,             ,   1411.1267297 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2003.0 ,North And Middle Andaman2003    ,             ,   1559.9797602 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2004.0 ,North And Middle Andaman2004    ,  54.294117  ,   1619.5209724 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2005.0 ,North And Middle Andaman2005    ,  35.6875    ,   1705.9924916 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2006.0 ,North And Middle Andaman2006    ,             ,   2012.7271365 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2007.0 ,North And Middle Andaman2007    ,  55.25      ,   2219.654041  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2008.0 ,North And Middle Andaman2008    ,             ,   2557.8247728 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2009.0 ,North And Middle Andaman2009    ,             ,   2887.2702753 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2010.0 ,North And Middle Andaman2010    ,             ,   3138.7589504 ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2011.0 ,North And Middle Andaman2011    ,             ,   3403.621748  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2012.0 ,North And Middle Andaman2012    ,             ,   3557.523694  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2013.0 ,North And Middle Andaman2013    ,             ,   3811.152063  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2014.0 ,North And Middle Andaman2014    ,             ,   4151.069428  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2015.0 ,North And Middle Andaman2015    ,             ,   4483.208993  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2016.0 ,North And Middle Andaman2016    ,  65.917244  ,   5090.617065  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2017.0 ,North And Middle Andaman2017    ,             ,   5749.685598  ,0.3
India   ,Andaman And Nicobar Islands                  ,North And Middle Andaman          ,2018.0 ,North And Middle Andaman2018    ,  30.236765  ,   6107.629334  ,0.3
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2000.0 ,South Andaman2000               ,             ,   1247.3883961 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2001.0 ,South Andaman2001               ,             ,   1275.6704719 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2002.0 ,South Andaman2002               ,             ,   1411.1267297 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2003.0 ,South Andaman2003               ,             ,   1559.9797602 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2004.0 ,South Andaman2004               ,  70.269234  ,   1619.5209724 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2005.0 ,South Andaman2005               , 195.03572   ,   1705.9924916 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2006.0 ,South Andaman2006               ,             ,   2012.7271365 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2007.0 ,South Andaman2007               , 313.61539   ,   2219.654041  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2008.0 ,South Andaman2008               ,             ,   2557.8247728 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2009.0 ,South Andaman2009               ,  40.735294  ,   2887.2702753 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2010.0 ,South Andaman2010               ,  83.5       ,   3138.7589504 ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2011.0 ,South Andaman2011               ,  47.121212  ,   3403.621748  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2012.0 ,South Andaman2012               ,  51.342857  ,   3557.523694  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2013.0 ,South Andaman2013               ,  45.815254  ,   3811.152063  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2014.0 ,South Andaman2014               ,             ,   4151.069428  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2015.0 ,South Andaman2015               ,             ,   4483.208993  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2016.0 ,South Andaman2016               ,  86.65625   ,   5090.617065  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2017.0 ,South Andaman2017               ,             ,   5749.685598  ,0.33
India   ,Andaman And Nicobar Islands                  ,South Andaman                     ,2018.0 ,South Andaman2018               ,  55.435909  ,   6107.629334  ,0.33
        ,Andaman And Nicobar Islands                  ,                                  ,1999.0 ,                                ,             ,   1247.3883961 , 
        ,Andaman And Nicobar Islands                  ,                                  ,2019.0 ,                                ,             ,   6430.234907  , 
        ,Andaman And Nicobar Islands                  ,                                  ,2020.0 ,                                ,             ,                , 
        ,Andaman And Nicobar Islands                  ,                                  ,2021.0 ,                                ,             ,                , 
India   ,Andhra Pradesh                               ,Anantapur                         ,2000.0 ,Anantapur2000                   , 263.62857   , 171092.8680057 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2001.0 ,Anantapur2001                   , 248.588     , 178850.9966259 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2002.0 ,Anantapur2002                   , 250.7048    , 182922.1475852 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2003.0 ,Anantapur2003                   ,             , 200842.5423211 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2004.0 ,Anantapur2004                   , 353.38889   , 215454.702683  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2005.0 ,Anantapur2005                   , 439.72726   , 227456.6990491 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2006.0 ,Anantapur2006                   , 287.09091   , 251347.1421205 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2007.0 ,Anantapur2007                   , 243.85185   , 282692.2057365 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2008.0 ,Anantapur2008                   , 339.73077   , 289918.0574615 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2009.0 ,Anantapur2009                   , 242.73914   , 309549.0583031 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2010.0 ,Anantapur2010                   , 215.26923   , 330209.0564638 ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2011.0 ,Anantapur2011                   , 253.91667   , 339995.524194  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2012.0 ,Anantapur2012                   , 171.83333   , 341335.223157  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2013.0 ,Anantapur2013                   , 214.375     , 360239.225775  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2014.0 ,Anantapur2014                   , 254.16667   , 397063.832491  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2015.0 ,Anantapur2015                   , 272.44446   , 446996.86      ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2016.0 ,Anantapur2016                   , 332.80646   , 477565.55262   ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2017.0 ,Anantapur2017                   , 307.43478   , 526625.955496  ,0.27
India   ,Andhra Pradesh                               ,Anantapur                         ,2018.0 ,Anantapur2018                   , 278.0       , 558861.685174  ,0.27
India   ,Andhra Pradesh                               ,Chittoor                          ,2000.0 ,Chittoor2000                    , 145.63637   , 171092.8680057 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2001.0 ,Chittoor2001                    ,             , 178850.9966259 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2002.0 ,Chittoor2002                    , 210.21053   , 182922.1475852 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2003.0 ,Chittoor2003                    ,             , 200842.5423211 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2004.0 ,Chittoor2004                    , 268.14816   , 215454.702683  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2005.0 ,Chittoor2005                    , 283.75      , 227456.6990491 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2006.0 ,Chittoor2006                    , 181.28947   , 251347.1421205 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2007.0 ,Chittoor2007                    , 262.10257   , 282692.2057365 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2008.0 ,Chittoor2008                    , 187.7027    , 289918.0574615 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2009.0 ,Chittoor2009                    , 196.4375    , 309549.0583031 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2010.0 ,Chittoor2010                    , 163.27026   , 330209.0564638 ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2011.0 ,Chittoor2011                    , 207.91304   , 339995.524194  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2012.0 ,Chittoor2012                    , 199.52942   , 341335.223157  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2013.0 ,Chittoor2013                    , 191.58333   , 360239.225775  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2014.0 ,Chittoor2014                    , 295.4516    , 397063.832491  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2015.0 ,Chittoor2015                    , 196.6875    , 446996.86      ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2016.0 ,Chittoor2016                    , 277.22916   , 477565.55262   ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2017.0 ,Chittoor2017                    , 276.23334   , 526625.955496  ,0.31
India   ,Andhra Pradesh                               ,Chittoor                          ,2018.0 ,Chittoor2018                    , 237.8125    , 558861.685174  ,0.31
India   ,Andhra Pradesh                               ,East Godavari                     ,2000.0 ,East Godavari2000               , 248.9697    , 171092.8680057 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2001.0 ,East Godavari2001               ,             , 178850.9966259 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2002.0 ,East Godavari2002               , 347.3143    , 182922.1475852 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2003.0 ,East Godavari2003               ,             , 200842.5423211 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2004.0 ,East Godavari2004               , 394.76666   , 215454.702683  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2005.0 ,East Godavari2005               , 343.84375   , 227456.6990491 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2006.0 ,East Godavari2006               , 322.23529   , 251347.1421205 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2007.0 ,East Godavari2007               , 331.67648   , 282692.2057365 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2008.0 ,East Godavari2008               , 299.54544   , 289918.0574615 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2009.0 ,East Godavari2009               , 268.71875   , 309549.0583031 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2010.0 ,East Godavari2010               , 352.375     , 330209.0564638 ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2011.0 ,East Godavari2011               , 256.60001   , 339995.524194  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2012.0 ,East Godavari2012               , 224.66667   , 341335.223157  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2013.0 ,East Godavari2013               , 253.48215   , 360239.225775  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2014.0 ,East Godavari2014               , 256.3793    , 397063.832491  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2015.0 ,East Godavari2015               , 192.58824   , 446996.86      ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2016.0 ,East Godavari2016               , 208.27451   , 477565.55262   ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2017.0 ,East Godavari2017               , 252.13043   , 526625.955496  ,0.28
India   ,Andhra Pradesh                               ,East Godavari                     ,2018.0 ,East Godavari2018               , 324.48779   , 558861.685174  ,0.28
India   ,Andhra Pradesh                               ,Guntur                            ,2000.0 ,Guntur2000                      , 510.95239   , 171092.8680057 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2001.0 ,Guntur2001                      ,             , 178850.9966259 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2002.0 ,Guntur2002                      , 217.32143   , 182922.1475852 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2003.0 ,Guntur2003                      ,             , 200842.5423211 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2004.0 ,Guntur2004                      , 386.23334   , 215454.702683  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2005.0 ,Guntur2005                      , 482.27777   , 227456.6990491 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2006.0 ,Guntur2006                      , 463.1282    , 251347.1421205 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2007.0 ,Guntur2007                      , 469.52499   , 282692.2057365 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2008.0 ,Guntur2008                      , 473.39474   , 289918.0574615 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2009.0 ,Guntur2009                      , 383.23685   , 309549.0583031 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2010.0 ,Guntur2010                      , 355.32501   , 330209.0564638 ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2011.0 ,Guntur2011                      , 392.97437   , 339995.524194  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2012.0 ,Guntur2012                      , 295.80951   , 341335.223157  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2013.0 ,Guntur2013                      , 376.5303    , 360239.225775  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2014.0 ,Guntur2014                      , 353.07693   , 397063.832491  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2015.0 ,Guntur2015                      , 275.54236   , 446996.86      ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2016.0 ,Guntur2016                      , 282.31647   , 477565.55262   ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2017.0 ,Guntur2017                      , 365.44446   , 526625.955496  ,0.33
India   ,Andhra Pradesh                               ,Guntur                            ,2018.0 ,Guntur2018                      , 398.78824   , 558861.685174  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2000.0 ,Krishna2000                     , 557.85712   , 171092.8680057 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2001.0 ,Krishna2001                     ,             , 178850.9966259 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2002.0 ,Krishna2002                     , 361.40909   , 182922.1475852 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2003.0 ,Krishna2003                     ,             , 200842.5423211 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2004.0 ,Krishna2004                     , 778.5       , 215454.702683  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2005.0 ,Krishna2005                     , 692.90002   , 227456.6990491 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2006.0 ,Krishna2006                     , 410.67999   , 251347.1421205 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2007.0 ,Krishna2007                     , 595.21741   , 282692.2057365 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2008.0 ,Krishna2008                     , 426.63635   , 289918.0574615 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2009.0 ,Krishna2009                     , 496.72726   , 309549.0583031 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2010.0 ,Krishna2010                     , 422.51999   , 330209.0564638 ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2011.0 ,Krishna2011                     , 433.45834   , 339995.524194  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2012.0 ,Krishna2012                     , 378.41666   , 341335.223157  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2013.0 ,Krishna2013                     , 463.04544   , 360239.225775  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2014.0 ,Krishna2014                     , 414.95081   , 397063.832491  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2015.0 ,Krishna2015                     , 452.85715   , 446996.86      ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2016.0 ,Krishna2016                     , 458.30768   , 477565.55262   ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2017.0 ,Krishna2017                     , 428.39999   , 526625.955496  ,0.33
India   ,Andhra Pradesh                               ,Krishna                           ,2018.0 ,Krishna2018                     , 467.01694   , 558861.685174  ,0.33
India   ,Andhra Pradesh                               ,Kurnool                           ,2000.0 ,Kurnool2000                     , 199.5       , 171092.8680057 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2001.0 ,Kurnool2001                     ,             , 178850.9966259 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2002.0 ,Kurnool2002                     , 308.95999   , 182922.1475852 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2003.0 ,Kurnool2003                     ,             , 200842.5423211 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2004.0 ,Kurnool2004                     , 260.58823   , 215454.702683  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2005.0 ,Kurnool2005                     , 285.26666   , 227456.6990491 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2006.0 ,Kurnool2006                     , 346.33334   , 251347.1421205 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2007.0 ,Kurnool2007                     , 476.20691   , 282692.2057365 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2008.0 ,Kurnool2008                     , 472.19232   , 289918.0574615 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2009.0 ,Kurnool2009                     , 392.26315   , 309549.0583031 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2010.0 ,Kurnool2010                     , 263.83334   , 330209.0564638 ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2011.0 ,Kurnool2011                     , 329.60001   , 339995.524194  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2012.0 ,Kurnool2012                     , 253.77272   , 341335.223157  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2013.0 ,Kurnool2013                     , 337.47827   , 360239.225775  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2014.0 ,Kurnool2014                     , 368.0       , 397063.832491  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2015.0 ,Kurnool2015                     , 386.71875   , 446996.86      ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2016.0 ,Kurnool2016                     , 440.75757   , 477565.55262   ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2017.0 ,Kurnool2017                     , 289.03333   , 526625.955496  ,0.26
India   ,Andhra Pradesh                               ,Kurnool                           ,2018.0 ,Kurnool2018                     , 397.63159   , 558861.685174  ,0.26
India   ,Andhra Pradesh                               ,Prakasam                          ,2000.0 ,Prakasam2000                    , 575.97058   , 171092.8680057 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2001.0 ,Prakasam2001                    , 312.21054   , 178850.9966259 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2002.0 ,Prakasam2002                    , 476.28946   , 182922.1475852 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2003.0 ,Prakasam2003                    ,             , 200842.5423211 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2004.0 ,Prakasam2004                    , 334.56      , 215454.702683  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2005.0 ,Prakasam2005                    , 439.04349   , 227456.6990491 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2006.0 ,Prakasam2006                    , 398.88235   , 251347.1421205 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2007.0 ,Prakasam2007                    , 345.32144   , 282692.2057365 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2008.0 ,Prakasam2008                    , 348.59091   , 289918.0574615 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2009.0 ,Prakasam2009                    , 424.3793    , 309549.0583031 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2010.0 ,Prakasam2010                    , 294.02856   , 330209.0564638 ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2011.0 ,Prakasam2011                    , 418.66666   , 339995.524194  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2012.0 ,Prakasam2012                    , 315.27585   , 341335.223157  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2013.0 ,Prakasam2013                    , 329.18182   , 360239.225775  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2014.0 ,Prakasam2014                    , 338.8421    , 397063.832491  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2015.0 ,Prakasam2015                    , 468.56412   , 446996.86      ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2016.0 ,Prakasam2016                    , 494.7037    , 477565.55262   ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2017.0 ,Prakasam2017                    , 361.62964   , 526625.955496  ,0.24
India   ,Andhra Pradesh                               ,Prakasam                          ,2018.0 ,Prakasam2018                    , 480.95999   , 558861.685174  ,0.24
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2000.0 ,Sri Potti Sriramulu Nellore2000 , 204.6875    , 171092.8680057 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2001.0 ,Sri Potti Sriramulu Nellore2001 , 272.21054   , 178850.9966259 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2002.0 ,Sri Potti Sriramulu Nellore2002 , 338.70969   , 182922.1475852 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2003.0 ,Sri Potti Sriramulu Nellore2003 ,             , 200842.5423211 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2004.0 ,Sri Potti Sriramulu Nellore2004 , 319.36365   , 215454.702683  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2005.0 ,Sri Potti Sriramulu Nellore2005 , 324.07407   , 227456.6990491 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2006.0 ,Sri Potti Sriramulu Nellore2006 , 310.67648   , 251347.1421205 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2007.0 ,Sri Potti Sriramulu Nellore2007 , 324.96875   , 282692.2057365 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2008.0 ,Sri Potti Sriramulu Nellore2008 , 256.70587   , 289918.0574615 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2009.0 ,Sri Potti Sriramulu Nellore2009 , 324.21875   , 309549.0583031 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2010.0 ,Sri Potti Sriramulu Nellore2010 , 355.46875   , 330209.0564638 ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2011.0 ,Sri Potti Sriramulu Nellore2011 , 416.02942   , 339995.524194  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2012.0 ,Sri Potti Sriramulu Nellore2012 , 225.0       , 341335.223157  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2013.0 ,Sri Potti Sriramulu Nellore2013 , 219.49025   , 360239.225775  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2014.0 ,Sri Potti Sriramulu Nellore2014 , 282.00168   , 397063.832491  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2015.0 ,Sri Potti Sriramulu Nellore2015 , 506.20587   , 446996.86      ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2016.0 ,Sri Potti Sriramulu Nellore2016 , 208.54167   , 477565.55262   ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2017.0 ,Sri Potti Sriramulu Nellore2017 , 279.8421    , 526625.955496  ,0.27
India   ,Andhra Pradesh                               ,Sri Potti Sriramulu Nellore       ,2018.0 ,Sri Potti Sriramulu Nellore2018 , 349.95999   , 558861.685174  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2000.0 ,Srikakulam2000                  , 217.54546   , 171092.8680057 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2001.0 ,Srikakulam2001                  ,             , 178850.9966259 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2002.0 ,Srikakulam2002                  , 270.95456   , 182922.1475852 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2003.0 ,Srikakulam2003                  , 482.0       , 200842.5423211 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2004.0 ,Srikakulam2004                  , 289.34616   , 215454.702683  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2005.0 ,Srikakulam2005                  , 311.16      , 227456.6990491 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2006.0 ,Srikakulam2006                  , 298.27274   , 251347.1421205 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2007.0 ,Srikakulam2007                  , 321.67999   , 282692.2057365 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2008.0 ,Srikakulam2008                  , 301.375     , 289918.0574615 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2009.0 ,Srikakulam2009                  , 249.47826   , 309549.0583031 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2010.0 ,Srikakulam2010                  , 303.88461   , 330209.0564638 ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2011.0 ,Srikakulam2011                  , 285.84      , 339995.524194  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2012.0 ,Srikakulam2012                  , 265.38461   , 341335.223157  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2013.0 ,Srikakulam2013                  , 247.75676   , 360239.225775  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2014.0 ,Srikakulam2014                  , 216.39999   , 397063.832491  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2015.0 ,Srikakulam2015                  , 234.19513   , 446996.86      ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2016.0 ,Srikakulam2016                  , 221.73077   , 477565.55262   ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2017.0 ,Srikakulam2017                  , 184.92857   , 526625.955496  ,0.27
India   ,Andhra Pradesh                               ,Srikakulam                        ,2018.0 ,Srikakulam2018                  , 213.71428   , 558861.685174  ,0.27
