,year,state,district,chloride,sdp,ginivalue
9596,2011,uttarpradesh,shahjahanpur,,645132.0,0.21
9597,2012,uttarpradesh,shahjahanpur,,673552.0,0.21
9598,2013,uttarpradesh,shahjahanpur,,707469.0,0.21
9599,2014,uttarpradesh,shahjahanpur,,729686.0,0.21
9600,2015,uttarpradesh,shahjahanpur,,792049.0,0.21
9601,2016,uttarpradesh,shahjahanpur,45.125,888453.0,0.21
9602,2017,uttarpradesh,shahjahanpur,,922458.0,0.21
9603,2018,uttarpradesh,shahjahanpur,23.0,949184.0,0.21
9604,2000,madhyapradesh,shajapur,165.4375,85663.95716156869,0.25
9605,2001,madhyapradesh,shajapur,124.47059,91791.97806713408,0.25
9606,2002,madhyapradesh,shajapur,122.94736,87005.063307394,0.25
9607,2003,madhyapradesh,shajapur,,96764.9793255772,0.25
9608,2004,madhyapradesh,shajapur,156.92857,166392.43950471698,0.25
9609,2005,madhyapradesh,shajapur,213.13333,174775.328567217,0.25
9610,2006,madhyapradesh,shajapur,,190708.6450176887,0.25
9611,2007,madhyapradesh,shajapur,163.60869,199720.8751061321,0.25
9612,2008,madhyapradesh,shajapur,159.0,224971.1026179245,0.25
9613,2009,madhyapradesh,shajapur,110.8421,246297.10579599056,0.25
9614,2010,madhyapradesh,shajapur,158.5,259230.23037146227,0.25
9615,2011,madhyapradesh,shajapur,140.46153,282371.0,0.25
9616,2012,madhyapradesh,shajapur,179.79825,306853.0,0.25
9617,2013,madhyapradesh,shajapur,189.96086,322598.0,0.25
9618,2014,madhyapradesh,shajapur,165.91667,339247.0,0.25
9619,2015,madhyapradesh,shajapur,139.44,370716.0,0.25
9620,2016,madhyapradesh,shajapur,127.72,419465.0,0.25
9621,2017,madhyapradesh,shajapur,155.60869,441956.0,0.25
9622,2018,madhyapradesh,shajapur,153.44,482361.0,0.25
9623,2000,uttarpradesh,shamli,,198838.77708154044,
9624,2001,uttarpradesh,shamli,61.666668,202456.06096170397,
9625,2002,uttarpradesh,shamli,,209007.1844987091,
9626,2003,uttarpradesh,shamli,,220011.87912005163,
9627,2004,uttarpradesh,shamli,,407921.1791392405,
9628,2005,uttarpradesh,shamli,,431731.25103797467,
9629,2006,uttarpradesh,shamli,,466022.3453164557,
9630,2007,uttarpradesh,shamli,,495890.4340253165,
9631,2008,uttarpradesh,shamli,,533571.6164050633,
9632,2009,uttarpradesh,shamli,,566760.9320506329,
9633,2010,uttarpradesh,shamli,,612018.6082025316,
9634,2011,uttarpradesh,shamli,,645132.0,
9635,2012,uttarpradesh,shamli,,673552.0,
9636,2013,uttarpradesh,shamli,,707469.0,
9637,2014,uttarpradesh,shamli,,729686.0,
9638,2015,uttarpradesh,shamli,,792049.0,
9639,2016,uttarpradesh,shamli,40.133335,888453.0,
9640,2017,uttarpradesh,shamli,,922458.0,
9641,2018,uttarpradesh,shamli,78.099998,949184.0,
9642,2000,bihar,sheikhpura,,62700.9834624032,0.21
9643,2001,bihar,sheikhpura,,59105.28258805895,0.21
9644,2002,bihar,sheikhpura,,66579.47914064451,0.21
9645,2003,bihar,sheikhpura,,62286.13984511616,0.21
9646,2004,bihar,sheikhpura,,123786.48249318644,0.21
9647,2005,bihar,sheikhpura,,120702.7141776237,0.21
9648,2006,bihar,sheikhpura,,141592.2454273824,0.21
9649,2007,bihar,sheikhpura,,148922.3697701531,0.21
9650,2008,bihar,sheikhpura,,171625.46728329768,0.21
9651,2009,bihar,sheikhpura,,179835.9122150076,0.21
9652,2010,bihar,sheikhpura,99.0,207295.21074574775,0.21
9653,2011,bihar,sheikhpura,99.0,228497.0,0.21
9654,2012,bihar,sheikhpura,98.0,236933.0,0.21
9655,2013,bihar,sheikhpura,64.074997,246915.0,0.21
9656,2014,bihar,sheikhpura,,255739.0,0.21
9657,2015,bihar,sheikhpura,,269200.0,0.21
9658,2016,bihar,sheikhpura,171.9575,289265.0,0.21
9659,2017,bihar,sheikhpura,,312605.0,0.21
9660,2018,bihar,sheikhpura,,345545.0,0.21
9661,2000,bihar,sheohar,,62700.9834624032,0.26
9662,2001,bihar,sheohar,,59105.28258805895,0.26
9663,2002,bihar,sheohar,,66579.47914064451,0.26
9664,2003,bihar,sheohar,,62286.13984511616,0.26
9665,2004,bihar,sheohar,,123786.48249318644,0.26
9666,2005,bihar,sheohar,,120702.7141776237,0.26
9667,2006,bihar,sheohar,,141592.2454273824,0.26
9668,2007,bihar,sheohar,,148922.3697701531,0.26
9669,2008,bihar,sheohar,,171625.46728329768,0.26
9670,2009,bihar,sheohar,53.0,179835.9122150076,0.26
9671,2010,bihar,sheohar,,207295.21074574775,0.26
9672,2011,bihar,sheohar,7.0900002,228497.0,0.26
9673,2012,bihar,sheohar,,236933.0,0.26
9674,2013,bihar,sheohar,14.2,246915.0,0.26
9675,2014,bihar,sheohar,,255739.0,0.26
9676,2015,bihar,sheohar,,269200.0,0.26
9677,2016,bihar,sheohar,,289265.0,0.26
9678,2017,bihar,sheohar,,312605.0,0.26
9679,2018,bihar,sheohar,,345545.0,0.26
9680,2000,madhyapradesh,sheopur,141.41176,85663.95716156869,0.28
9681,2001,madhyapradesh,sheopur,149.06667,91791.97806713408,0.28
9682,2002,madhyapradesh,sheopur,183.14285,87005.063307394,0.28
9683,2003,madhyapradesh,sheopur,,96764.9793255772,0.28
9684,2004,madhyapradesh,sheopur,84.384613,166392.43950471698,0.28
9685,2005,madhyapradesh,sheopur,68.63636,174775.328567217,0.28
9686,2006,madhyapradesh,sheopur,138.2,190708.6450176887,0.28
9687,2007,madhyapradesh,sheopur,149.4375,199720.8751061321,0.28
9688,2008,madhyapradesh,sheopur,62.0,224971.1026179245,0.28
9689,2009,madhyapradesh,sheopur,137.90909,246297.10579599056,0.28
9690,2010,madhyapradesh,sheopur,76.800003,259230.23037146227,0.28
9691,2011,madhyapradesh,sheopur,277.29999,282371.0,0.28
9692,2012,madhyapradesh,sheopur,128.39999,306853.0,0.28
9693,2013,madhyapradesh,sheopur,112.5,322598.0,0.28
9694,2014,madhyapradesh,sheopur,118.41177,339247.0,0.28
9695,2015,madhyapradesh,sheopur,166.55556,370716.0,0.28
9696,2016,madhyapradesh,sheopur,98.36364,419465.0,0.28
9697,2017,madhyapradesh,sheopur,113.5,441956.0,0.28
9698,2018,madhyapradesh,sheopur,93.055557,482361.0,0.28
9699,2000,karnataka,shimoga,,123475.89290822136,0.21
9700,2001,karnataka,shimoga,71.349998,125714.11024368026,0.21
9701,2002,karnataka,shimoga,111.57391,132457.2141653382,0.21
9702,2003,karnataka,shimoga,138.90909,135036.8544841722,0.21
9703,2004,karnataka,shimoga,151.46875,332758.6518626028,0.21
9704,2005,karnataka,shimoga,113.61539,366994.563425254,0.21
9705,2006,karnataka,shimoga,69.720001,405152.5474600871,0.21
9706,2007,karnataka,shimoga,,455994.0619254959,0.21
9707,2008,karnataka,shimoga,,488433.38238993706,0.21
9708,2009,karnataka,shimoga,,488554.19922593125,0.21
9709,2010,karnataka,shimoga,127.12904,538791.629511369,0.21
9710,2011,karnataka,shimoga,,554952.0,0.21
9711,2012,karnataka,shimoga,109.30303,593192.0,0.21
9712,2013,karnataka,shimoga,59.036366,646787.0,0.21
9713,2014,karnataka,shimoga,64.755074,671283.0,0.21
9714,2015,karnataka,shimoga,,749952.0,0.21
9715,2016,karnataka,shimoga,70.162361,851394.0,0.21
9716,2017,karnataka,shimoga,71.0,915642.0,0.21
9717,2018,karnataka,shimoga,72.990303,974815.0,0.21
9718,2000,madhyapradesh,shivpuri,79.040001,85663.95716156869,0.27
9719,2001,madhyapradesh,shivpuri,60.81818,91791.97806713408,0.27
9720,2002,madhyapradesh,shivpuri,59.523811,87005.063307394,0.27
9721,2003,madhyapradesh,shivpuri,,96764.9793255772,0.27
9722,2004,madhyapradesh,shivpuri,73.185188,166392.43950471698,0.27
9723,2005,madhyapradesh,shivpuri,119.61539,174775.328567217,0.27
9724,2006,madhyapradesh,shivpuri,,190708.6450176887,0.27
9725,2007,madhyapradesh,shivpuri,127.3125,199720.8751061321,0.27
9726,2008,madhyapradesh,shivpuri,81.517242,224971.1026179245,0.27
9727,2009,madhyapradesh,shivpuri,109.55173,246297.10579599056,0.27
9728,2010,madhyapradesh,shivpuri,108.65517,259230.23037146227,0.27
9729,2011,madhyapradesh,shivpuri,114.5,282371.0,0.27
9730,2012,madhyapradesh,shivpuri,111.82565,306853.0,0.27
9731,2013,madhyapradesh,shivpuri,126.89309,322598.0,0.27
9732,2014,madhyapradesh,shivpuri,108.46667,339247.0,0.27
9733,2015,madhyapradesh,shivpuri,73.774193,370716.0,0.27
9734,2016,madhyapradesh,shivpuri,106.08696,419465.0,0.27
9735,2017,madhyapradesh,shivpuri,104.3871,441956.0,0.27
9736,2018,madhyapradesh,shivpuri,121.9,482361.0,0.27
9737,2000,uttarpradesh,shravasti,,198838.77708154044,0.15
9738,2001,uttarpradesh,shravasti,,202456.06096170397,0.15
9739,2002,uttarpradesh,shravasti,,209007.1844987091,0.15
9740,2003,uttarpradesh,shravasti,,220011.87912005163,0.15
9741,2004,uttarpradesh,shravasti,,407921.1791392405,0.15
9742,2005,uttarpradesh,shravasti,,431731.25103797467,0.15
9743,2006,uttarpradesh,shravasti,,466022.3453164557,0.15
9744,2007,uttarpradesh,shravasti,,495890.4340253165,0.15
9745,2008,uttarpradesh,shravasti,,533571.6164050633,0.15
9746,2009,uttarpradesh,shravasti,,566760.9320506329,0.15
9747,2010,uttarpradesh,shravasti,,612018.6082025316,0.15
9748,2011,uttarpradesh,shravasti,,645132.0,0.15
9749,2012,uttarpradesh,shravasti,,673552.0,0.15
9750,2013,uttarpradesh,shravasti,,707469.0,0.15
9751,2014,uttarpradesh,shravasti,,729686.0,0.15
9752,2015,uttarpradesh,shravasti,,792049.0,0.15
9753,2016,uttarpradesh,shravasti,22.142857,888453.0,0.15
9754,2017,uttarpradesh,shravasti,,922458.0,0.15
9755,2018,uttarpradesh,shravasti,,949184.0,0.15
9756,2000,uttarpradesh,siddharthnagar,34.5,198838.77708154044,0.27
9757,2000,uttarpradesh,siddharthnagar,34.5,198838.77708154044,0.27
9758,2001,uttarpradesh,siddharthnagar,,202456.06096170397,0.27
9759,2001,uttarpradesh,siddharthnagar,,202456.06096170397,0.27
9760,2002,uttarpradesh,siddharthnagar,,209007.1844987091,0.27
9761,2002,uttarpradesh,siddharthnagar,,209007.1844987091,0.27
9762,2003,uttarpradesh,siddharthnagar,,220011.87912005163,0.27
9763,2003,uttarpradesh,siddharthnagar,,220011.87912005163,0.27
9764,2004,uttarpradesh,siddharthnagar,,407921.1791392405,0.27
9765,2004,uttarpradesh,siddharthnagar,,407921.1791392405,0.27
9766,2005,uttarpradesh,siddharthnagar,,431731.25103797467,0.27
9767,2005,uttarpradesh,siddharthnagar,,431731.25103797467,0.27
9768,2006,uttarpradesh,siddharthnagar,,466022.3453164557,0.27
9769,2006,uttarpradesh,siddharthnagar,,466022.3453164557,0.27
9770,2007,uttarpradesh,siddharthnagar,,495890.4340253165,0.27
9771,2007,uttarpradesh,siddharthnagar,,495890.4340253165,0.27
9772,2008,uttarpradesh,siddharthnagar,,533571.6164050633,0.27
9773,2008,uttarpradesh,siddharthnagar,,533571.6164050633,0.27
9774,2009,uttarpradesh,siddharthnagar,,566760.9320506329,0.27
9775,2009,uttarpradesh,siddharthnagar,,566760.9320506329,0.27
9776,2010,uttarpradesh,siddharthnagar,,612018.6082025316,0.27
9777,2010,uttarpradesh,siddharthnagar,,612018.6082025316,0.27
9778,2011,uttarpradesh,siddharthnagar,,645132.0,0.27
9779,2011,uttarpradesh,siddharthnagar,,645132.0,0.27
9780,2012,uttarpradesh,siddharthnagar,,673552.0,0.27
9781,2012,uttarpradesh,siddharthnagar,,673552.0,0.27
9782,2013,uttarpradesh,siddharthnagar,,707469.0,0.27
9783,2013,uttarpradesh,siddharthnagar,,707469.0,0.27
9784,2014,uttarpradesh,siddharthnagar,,729686.0,0.27
9785,2014,uttarpradesh,siddharthnagar,,729686.0,0.27
9786,2015,uttarpradesh,siddharthnagar,,792049.0,0.27
9787,2015,uttarpradesh,siddharthnagar,,792049.0,0.27
9788,2016,uttarpradesh,siddharthnagar,30.181818,888453.0,0.27
9789,2016,uttarpradesh,siddharthnagar,30.181818,888453.0,0.27
9790,2017,uttarpradesh,siddharthnagar,,922458.0,0.27
9791,2017,uttarpradesh,siddharthnagar,,922458.0,0.27
9792,2018,uttarpradesh,siddharthnagar,47.879002,949184.0,0.27
9793,2018,uttarpradesh,siddharthnagar,47.879002,949184.0,0.27
9794,2000,telangana,siddipet,142.0,,
9795,2001,telangana,siddipet,174.0,,
9796,2002,telangana,siddipet,354.5,,
9797,2003,telangana,siddipet,,,
9798,2004,telangana,siddipet,181.0,161790.06689829516,
9799,2005,telangana,siddipet,160.0,187774.5444577278,
9800,2006,telangana,siddipet,489.0,208477.0974396334,
9801,2007,telangana,siddipet,181.0,229691.84931694495,
9802,2008,telangana,siddipet,135.0,260994.69248203636,
9803,2009,telangana,siddipet,187.5,261701.24352747787,
9804,2010,telangana,siddipet,87.0,307973.2512484278,
9805,2011,telangana,siddipet,142.0,325139.0,
9806,2012,telangana,siddipet,189.5,334205.0,
9807,2013,telangana,siddipet,200.5,349593.0,
9808,2014,telangana,siddipet,266.0,372897.0,
9809,2015,telangana,siddipet,60.666668,416892.0,
9810,2016,telangana,siddipet,34.333332,455731.0,
9811,2017,telangana,siddipet,105.25,498145.0,
9812,2018,telangana,siddipet,37.666668,544441.0,
9813,2000,madhyapradesh,sidhi,,85663.95716156869,0.24
9814,2001,madhyapradesh,sidhi,47.411766,91791.97806713408,0.24
9815,2002,madhyapradesh,sidhi,37.666668,87005.063307394,0.24
9816,2003,madhyapradesh,sidhi,,96764.9793255772,0.24
9817,2004,madhyapradesh,sidhi,50.875,166392.43950471698,0.24
9818,2005,madhyapradesh,sidhi,33.388889,174775.328567217,0.24
9819,2006,madhyapradesh,sidhi,28.809525,190708.6450176887,0.24
9820,2007,madhyapradesh,sidhi,40.863636,199720.8751061321,0.24
9821,2008,madhyapradesh,sidhi,32.0,224971.1026179245,0.24
9822,2009,madhyapradesh,sidhi,29.318182,246297.10579599056,0.24
9823,2010,madhyapradesh,sidhi,33.349998,259230.23037146227,0.24
9824,2011,madhyapradesh,sidhi,22.809999,282371.0,0.24
9825,2012,madhyapradesh,sidhi,36.667713,306853.0,0.24
9826,2013,madhyapradesh,sidhi,77.380951,322598.0,0.24
9827,2014,madhyapradesh,sidhi,47.46154,339247.0,0.24
9828,2015,madhyapradesh,sidhi,41.814816,370716.0,0.24
9829,2016,madhyapradesh,sidhi,47.0,419465.0,0.24
9830,2017,madhyapradesh,sidhi,28.965517,441956.0,0.24
9831,2018,madhyapradesh,sidhi,35.07143,482361.0,0.24
9832,2000,rajasthan,sikar,421.66666,89371.55071037647,0.26
9833,2001,rajasthan,sikar,253.5,99548.5797556526,0.26
9834,2002,rajasthan,sikar,227.33333,87589.44980927635,0.26
9835,2003,rajasthan,sikar,,115459.2164519874,0.26
9836,2004,rajasthan,sikar,355.72726,219623.783673409,0.26
9837,2005,rajasthan,sikar,396.5,234376.38095379013,0.26
9838,2006,rajasthan,sikar,141.89999,261962.91892931657,0.26
9839,2007,rajasthan,sikar,214.3,273897.97681369574,0.26
9840,2008,rajasthan,sikar,257.3125,296931.6051077934,0.26
9841,2009,rajasthan,sikar,277.0,314236.5616057293,0.26
9842,2010,rajasthan,sikar,213.95653,361436.6835150852,0.26
9843,2011,rajasthan,sikar,280.20834,395331.0,0.26
9844,2012,rajasthan,sikar,281.0,409802.0,0.26
9845,2013,rajasthan,sikar,350.14999,434292.0,0.26
9846,2014,rajasthan,sikar,240.57143,465408.0,0.26
9847,2015,rajasthan,sikar,257.20001,501922.0,0.26
9848,2016,rajasthan,sikar,274.07693,529650.0,0.26
9849,2017,rajasthan,sikar,346.89999,557618.0,0.26
9850,2018,rajasthan,sikar,304.84375,568102.0,0.26
9851,2000,jharkhand,simdega,,38351.464729165535,
9852,2001,jharkhand,simdega,,40993.76457192431,
9853,2002,jharkhand,simdega,,42141.58997993819,
9854,2003,jharkhand,simdega,,45330.473350322616,
9855,2004,jharkhand,simdega,62.0,90933.9477275846,
9856,2005,jharkhand,simdega,,86858.23663560263,
9857,2006,jharkhand,simdega,31.0,88313.3580473321,
9858,2007,jharkhand,simdega,163.26666,107985.77685043102,
9859,2008,jharkhand,simdega,63.666668,103644.40755018276,
9860,2009,jharkhand,simdega,73.75,113915.95362850404,
9861,2010,jharkhand,simdega,57.5,130487.88405254688,
9862,2011,jharkhand,simdega,68.5,137383.0,
9863,2012,jharkhand,simdega,62.0,149526.0,
9864,2013,jharkhand,simdega,63.0,150609.0,
9865,2014,jharkhand,simdega,,170568.0,
9866,2015,jharkhand,simdega,,158231.0,
9867,2016,jharkhand,simdega,,176363.0,
9868,2017,jharkhand,simdega,,191573.0,
9869,2018,jharkhand,simdega,,208701.0,
9870,2000,maharashtra,sindhudurg,27.153334,285492.42138092796,0.21
9871,2001,maharashtra,sindhudurg,27.030304,295577.6704133988,0.21
9872,2002,maharashtra,sindhudurg,25.757576,315961.0747709448,0.21
9873,2003,maharashtra,sindhudurg,,340363.9329582936,0.21
9874,2004,maharashtra,sindhudurg,27.645161,599028.1154943785,0.21
9875,2005,maharashtra,sindhudurg,35.133335,685815.41856348,0.21
9876,2006,maharashtra,sindhudurg,30.142857,780279.5182740722,0.21
9877,2007,maharashtra,sindhudurg,33.294117,871096.2491881064,0.21
9878,2008,maharashtra,sindhudurg,35.555557,884779.143581586,0.21
9879,2009,maharashtra,sindhudurg,32.153847,970264.8556553777,0.21
9880,2010,maharashtra,sindhudurg,,1080814.2888602451,0.21
9881,2011,maharashtra,sindhudurg,,1126595,0.21
9882,2012,maharashtra,sindhudurg,42.0,1189711,0.21
9883,2013,maharashtra,sindhudurg,50.388889,1267551,0.21
9884,2014,maharashtra,sindhudurg,23.585327,1345341,0.21
9885,2015,maharashtra,sindhudurg,24.970589,1452513,0.21
9886,2016,maharashtra,sindhudurg,27.88372,1596121,0.21
9887,2017,maharashtra,sindhudurg,309.17764,1661065,0.21
9888,2018,maharashtra,sindhudurg,19.204256,1728578,0.21
9889,2000,madhyapradesh,singrauli,,85663.95716156869,0.3
9890,2001,madhyapradesh,singrauli,30.428572,91791.97806713408,0.3
9891,2002,madhyapradesh,singrauli,35.57143,87005.063307394,0.3
9892,2003,madhyapradesh,singrauli,,96764.9793255772,0.3
9893,2004,madhyapradesh,singrauli,36.799999,166392.43950471698,0.3
9894,2005,madhyapradesh,singrauli,41.799999,174775.328567217,0.3
9895,2006,madhyapradesh,singrauli,29.571428,190708.6450176887,0.3
9896,2007,madhyapradesh,singrauli,41.142857,199720.8751061321,0.3
9897,2008,madhyapradesh,singrauli,,224971.1026179245,0.3
9898,2009,madhyapradesh,singrauli,25.428572,246297.10579599056,0.3
9899,2010,madhyapradesh,singrauli,42.5,259230.23037146227,0.3
9900,2011,madhyapradesh,singrauli,41.014286,282371.0,0.3
9901,2012,madhyapradesh,singrauli,62.814857,306853.0,0.3
9902,2013,madhyapradesh,singrauli,101.08334,322598.0,0.3
9903,2014,madhyapradesh,singrauli,59.588234,339247.0,0.3
9904,2015,madhyapradesh,singrauli,53.0,370716.0,0.3
9905,2016,madhyapradesh,singrauli,50.294117,419465.0,0.3
9906,2017,madhyapradesh,singrauli,48.714287,441956.0,0.3
9907,2018,madhyapradesh,singrauli,52.411766,482361.0,0.3
9908,2000,himachalpradesh,sirmaur,,16456.343288826425,0.35
9909,2001,himachalpradesh,sirmaur,,17295.167603654252,0.35
9910,2002,himachalpradesh,sirmaur,,18137.714511595223,0.35
9911,2003,himachalpradesh,sirmaur,56.857143,19352.52073085032,0.35
9912,2004,himachalpradesh,sirmaur,30.666666,37776.38945663378,0.35
9913,2005,himachalpradesh,sirmaur,46.727272,41021.14045059638,0.35
9914,2006,himachalpradesh,sirmaur,48.400002,44248.06314239435,0.35
9915,2007,himachalpradesh,sirmaur,40.246155,46998.9701663967,0.35
9916,2008,himachalpradesh,sirmaur,36.358334,49293.472654984536,0.35
9917,2009,himachalpradesh,sirmaur,23.991667,51967.717979678986,0.35
9918,2010,himachalpradesh,sirmaur,75.919998,56319.60653806508,0.35
9919,2011,himachalpradesh,sirmaur,53.981819,60536.0,0.35
9920,2012,himachalpradesh,sirmaur,33.909092,64519.0,0.35
9921,2013,himachalpradesh,sirmaur,,69398.0,0.35
9922,2014,himachalpradesh,sirmaur,15.1,74553.0,0.35
9923,2015,himachalpradesh,sirmaur,16.777779,80563.0,0.35
9924,2016,himachalpradesh,sirmaur,,88112.0,0.35
9925,2017,himachalpradesh,sirmaur,,93525.0,0.35
9926,2018,himachalpradesh,sirmaur,41.818127,99218.0,0.35
9927,2000,rajasthan,sirohi,888.06665,89371.55071037647,0.29
9928,2001,rajasthan,sirohi,288.38461,99548.5797556526,0.29
9929,2002,rajasthan,sirohi,533.0625,87589.44980927635,0.29
9930,2003,rajasthan,sirohi,,115459.2164519874,0.29
9931,2004,rajasthan,sirohi,176.5,219623.783673409,0.29
9932,2005,rajasthan,sirohi,205.0,234376.38095379013,0.29
9933,2006,rajasthan,sirohi,,261962.91892931657,0.29
9934,2007,rajasthan,sirohi,386.0625,273897.97681369574,0.29
9935,2008,rajasthan,sirohi,356.61905,296931.6051077934,0.29
9936,2009,rajasthan,sirohi,316.90909,314236.5616057293,0.29
9937,2010,rajasthan,sirohi,505.0,361436.6835150852,0.29
9938,2011,rajasthan,sirohi,336.53333,395331.0,0.29
9939,2012,rajasthan,sirohi,345.70587,409802.0,0.29
9940,2013,rajasthan,sirohi,283.11111,434292.0,0.29
9941,2014,rajasthan,sirohi,352.52942,465408.0,0.29
9942,2015,rajasthan,sirohi,296.90909,501922.0,0.29
9943,2016,rajasthan,sirohi,277.07144,529650.0,0.29
9944,2017,rajasthan,sirohi,226.33333,557618.0,0.29
9945,2018,rajasthan,sirohi,334.92856,568102.0,0.29
9946,2000,haryana,sirsa,389.97223,63211.485191137646,0.31
9947,2001,haryana,sirsa,,68093.70324876593,0.31
9948,2002,haryana,sirsa,,72268.21002181151,0.31
9949,2003,haryana,sirsa,,79377.49156239237,0.31
9950,2004,haryana,sirsa,251.90909,147481.865369694,0.31
9951,2005,haryana,sirsa,219.13333,160804.87167161863,0.31
9952,2006,haryana,sirsa,244.60606,179088.29885884066,0.31
9953,2007,haryana,sirsa,187.88889,193107.4745746674,0.31
9954,2008,haryana,sirsa,229.26923,207975.053310876,0.31
9955,2009,haryana,sirsa,250.11935,233960.81678999265,0.31
